sample,name,mtDNA_ID,dosage
73bb0d91-eaf6-4cc0-bfc5-7d62d7c47c9c_gdc_realn_rehead,mtDNA,MT,6556.55
7441bfa1-cfbc-4032-b321-73c63e3e03f4_gdc_realn_rehead,mtDNA,MT,6684.83
74be9457-39ce-4029-9076-53b0e57d2067_gdc_realn_rehead,mtDNA,MT,5438.29
74ed9e1a-5263-4d95-8ff9-63e5dc9b91b1_gdc_realn_rehead,mtDNA,MT,4317.42
7505607d-48c9-43ab-bce8-283ff7d6ce6c_gdc_realn_rehead,mtDNA,MT,5417.85
7548dffa-bc4a-41f8-aa23-ad733e82706f_gdc_realn_rehead,mtDNA,MT,6123.07
755cf943-64da-48f7-9c92-ebda57d9253a_gdc_realn_rehead,mtDNA,MT,5207.87
75f17276-0648-4ecd-9381-82febb3df410_gdc_realn_rehead,mtDNA,MT,5634
761d3c86-fe0a-4e2f-a766-bc55f5eb60ca_gdc_realn_rehead,mtDNA,MT,6074.94
766f3ef2-d1a3-46a8-9881-966e8e2b9b02_gdc_realn_rehead,mtDNA,MT,6441.88
76a0703a-0540-4ca8-baa8-128a52b0846d_gdc_realn_rehead,mtDNA,MT,5877.86
76a97a0e-a66b-4439-9b16-ea841f882758_gdc_realn_rehead,mtDNA,MT,4922.82
77d538f8-67ac-46df-ae0d-1b5d15aca322_gdc_realn_rehead,mtDNA,MT,6031.97
78c51f79-089a-42e5-acb7-4ba3daef41af_gdc_realn_rehead,mtDNA,MT,6582.22
792a9dd3-28b5-42f5-aa23-e64f47995f9a_gdc_realn_rehead,mtDNA,MT,6253.2
79c5c92d-4f9b-4495-b9ce-957581959297_gdc_realn_rehead,mtDNA,MT,5266.95
7bf2426a-6731-4065-a201-8bce925a16f6_gdc_realn_rehead,mtDNA,MT,5400.44
7c655f4f-eb75-41be-9aba-69dd050a6dd9_gdc_realn_rehead,mtDNA,MT,5550.97
7e92084b-a836-48c0-8868-5704aae62707_gdc_realn_rehead,mtDNA,MT,5979.45
7f274fba-b331-4f6d-b257-66767f383ca8_gdc_realn_rehead,mtDNA,MT,5631.71
7f52e834-0d94-4b6a-8c0d-3648a26c74c7_gdc_realn_rehead,mtDNA,MT,6551.29
800ca390-3744-4ff0-a06a-24f0f003a956_gdc_realn_rehead,mtDNA,MT,1530.53
80146f71-c080-4e91-8965-e385428ba930_gdc_realn_rehead,mtDNA,MT,5676.48
80c84645-5441-4a13-9b44-c5d6b4909d93_gdc_realn_rehead,mtDNA,MT,3928.58
8119c9fe-3782-4452-b257-e508264b8fd1_gdc_realn_rehead,mtDNA,MT,6345.69
81262d4b-a7e0-41fe-a474-03773d38e05e_gdc_realn_rehead,mtDNA,MT,5492.12
815e2d8c-0ef5-4600-a6fb-d5878a67bee2_gdc_realn_rehead,mtDNA,MT,5357.69
81b1a729-4023-467f-b33c-036c59ca0942_gdc_realn_rehead,mtDNA,MT,6276.64
821336cd-4fc5-4050-8e19-92549c352dce_gdc_realn_rehead,mtDNA,MT,6397.91
8240cbf4-714b-4f3e-8b66-1d54bcf5700c_gdc_realn_rehead,mtDNA,MT,5887.52
824c3b4a-f4ef-4f2c-884b-7775b0c2c577_gdc_realn_rehead,mtDNA,MT,5061.94
829fab3d-092a-48a2-9949-fc3fd625658d_gdc_realn_rehead,mtDNA,MT,4969.42
83600741-60b2-459d-b47d-38d532dfe1fc_gdc_realn_rehead,mtDNA,MT,5186.85
841873e1-5f4c-4021-945a-59dd15d96f87_gdc_realn_rehead,mtDNA,MT,5943.61
8442e31c-0e0a-4106-8113-d8d648ea5139_gdc_realn_rehead,mtDNA,MT,5846.59
846a989a-1bd0-482f-b093-a34f56557a17_gdc_realn_rehead,mtDNA,MT,6246.24
84bfd434-d3c1-435c-a185-f30ad364b69e_gdc_realn_rehead,mtDNA,MT,6250.59
853f1e79-a859-434a-af7f-7aca87834957_gdc_realn_rehead,mtDNA,MT,5858.03
8552374a-12c5-4454-9ced-93fe870ecf08_gdc_realn_rehead,mtDNA,MT,6676.53
867a69db-f274-40e5-9545-6c40400031be_gdc_realn_rehead,mtDNA,MT,1455.34
86b579b8-0ae6-4497-abd6-96920e08f7eb_gdc_realn_rehead,mtDNA,MT,5662.15
8835a464-dcad-469a-8534-0e4c16db92ad_gdc_realn_rehead,mtDNA,MT,5771.66
884116a9-378a-4513-b4ce-494e8cf64636_gdc_realn_rehead,mtDNA,MT,5257.51
8885eb17-5ec1-49c2-aa4e-01c7750f7560_gdc_realn_rehead,mtDNA,MT,6103.35
890fb8b9-b15e-4131-9b35-4b6244999caa_gdc_realn_rehead,mtDNA,MT,5107.82
891f2aa5-9a6c-4179-b92f-67a934c073f0_gdc_realn_rehead,mtDNA,MT,1279.08
89b85540-2c4d-4f9a-8ca1-f5f4d96485f2_gdc_realn_rehead,mtDNA,MT,4904.05
89ec7b58-b42c-45fb-a42f-52a86370d49a_gdc_realn_rehead,mtDNA,MT,5190.67
8a036b15-e79e-4e26-8700-cc6ff96ae01f_gdc_realn_rehead,mtDNA,MT,5362.73
8a3e0f0a-4f0e-4f0f-8b3e-9fceba7b5f5f_gdc_realn_rehead,mtDNA,MT,6706.16
8aa57653-1e89-444f-82d1-288c5561fbbe_gdc_realn_rehead,mtDNA,MT,3703.72
8acd9f3f-b203-4c9e-b374-326e3566b170_gdc_realn_rehead,mtDNA,MT,5524.25
8b67d447-c961-4a6f-abcb-efec920b9066_gdc_realn_rehead,mtDNA,MT,5317.12
8cbf17cb-67ca-492f-82be-e749ad6a4b98_gdc_realn_rehead,mtDNA,MT,4666.28
8cda7f9e-1950-431c-ad11-d9f7a106deb7_gdc_realn_rehead,mtDNA,MT,3472.27
8dd74a0e-e86f-472c-952d-c4fab0c679fc_gdc_realn_rehead,mtDNA,MT,6504.28
8e370fa8-00d4-4986-b905-a507517ce6d8_gdc_realn_rehead,mtDNA,MT,6119.16
8f2741bc-e876-4acb-ab86-b90e88330644_gdc_realn_rehead,mtDNA,MT,4303.73
8ffe8020-a408-4007-ab84-5883149e36c4_gdc_realn_rehead,mtDNA,MT,5529.41
90233afc-bc3f-450e-a96c-6f5b754d2749_gdc_realn_rehead,mtDNA,MT,6010.92
911906da-bdde-44bd-9a53-0c676959a8f4_gdc_realn_rehead,mtDNA,MT,4943.81
914d96ca-bf62-4023-b536-f6527f7af929_gdc_realn_rehead,mtDNA,MT,6258.25
9156b800-c9f6-494f-a832-66907ebf5a42_gdc_realn_rehead,mtDNA,MT,6554.91
917a6ffc-9078-487d-b0fb-99708819a6e3_gdc_realn_rehead,mtDNA,MT,5413
9233b447-8b45-4a8b-b500-1c40459d4c38_gdc_realn_rehead,mtDNA,MT,4452.44
923cf96c-4818-443e-848c-d37831c7600b_gdc_realn_rehead,mtDNA,MT,5661.87
92d91508-7894-4d4d-b51e-748c367835ec_gdc_realn_rehead,mtDNA,MT,5820.88
9308cfb3-1931-4e3e-92ff-efba26874029_gdc_realn_rehead,mtDNA,MT,5177.17
932760c0-da82-4c5e-9ded-a16d66ab901f_gdc_realn_rehead,mtDNA,MT,5909.95
93387379-19eb-49d9-8bd8-b788bc34f146_gdc_realn_rehead,mtDNA,MT,6304.13
93698f1f-65e2-49d6-bc2a-1f7b720e4a35_gdc_realn_rehead,mtDNA,MT,4981.78
951e0b63-e11e-4a2c-8ca3-539e57edf021_gdc_realn_rehead,mtDNA,MT,5003.44
953f2f07-f163-43c9-9762-112d07533f4e_gdc_realn_rehead,mtDNA,MT,6347.76
95426575-1918-4dcb-839a-5399bf441b71_gdc_realn_rehead,mtDNA,MT,6275.73
964e7cc2-be12-46c0-9a48-9d680c3b45f2_gdc_realn_rehead,mtDNA,MT,6143.71
9689e655-bfe7-4a5d-820d-e10550568e18_gdc_realn_rehead,mtDNA,MT,5125.11
96c55f10-fe83-4c4a-96ca-9884249e1c5d_gdc_realn_rehead,mtDNA,MT,6516.18
97213ae3-3d55-4d5c-9ab7-aaedb58adf91_gdc_realn_rehead,mtDNA,MT,5009.86
97ccb4e0-a0b0-4541-88f9-af010324ab7e_gdc_realn_rehead,mtDNA,MT,5061.97
98114139-5bc5-44a9-b2ce-c69093a1dff1_gdc_realn_rehead,mtDNA,MT,5782.79
9887451c-e87f-4fac-b552-bf9c31ad8a07_gdc_realn_rehead,mtDNA,MT,6167.27
98b20326-22f4-49f1-90b1-9fdde8d1bc51_gdc_realn_rehead,mtDNA,MT,5546.72
98de92bf-93b2-4d62-b097-d96c2fcd6f97_gdc_realn_rehead,mtDNA,MT,6246.16
9ab58d05-8930-4a78-b233-1200279ffc55_gdc_realn_rehead,mtDNA,MT,4809
9abb3170-120c-4724-84db-664aabd17898_gdc_realn_rehead,mtDNA,MT,5961.36
9ada9975-6670-40c2-9073-05e75d45bc21_gdc_realn_rehead,mtDNA,MT,6402.38
9b219189-feb7-42a2-81fd-c35fef0bb8db_gdc_realn_rehead,mtDNA,MT,4067.72
9b83c397-a996-4787-8341-710bb990ca45_gdc_realn_rehead,mtDNA,MT,5332.16
9b96860f-7717-46b3-8ab7-2f7d9796c1d4_gdc_realn_rehead,mtDNA,MT,1454.64
9c6a2c74-187d-42e2-bcc1-44d26364215d_gdc_realn_rehead,mtDNA,MT,6662.35
9cd22571-db06-4af5-864f-0628af4d3dbd_gdc_realn_rehead,mtDNA,MT,4973.32
9d3f9112-751d-4cdd-8cd6-bbe1bb315955_gdc_realn_rehead,mtDNA,MT,5393.38
9d428beb-c46f-4adf-8be2-d6e77851c7e7_gdc_realn_rehead,mtDNA,MT,5859.08
9d722140-b468-459b-a786-cd7646b56cbb_gdc_realn_rehead,mtDNA,MT,6050.16
9e7fd6f2-ff53-4bda-aeac-2acddcfbf37d_gdc_realn_rehead,mtDNA,MT,5248.66
9edef544-8bc3-4a4a-adba-36223de21586_gdc_realn_rehead,mtDNA,MT,6383.99
9f760775-9d20-4973-a849-a807f568e525_gdc_realn_rehead,mtDNA,MT,6108.22
9f809399-b8bf-4a21-a703-14464e6594eb_gdc_realn_rehead,mtDNA,MT,4101.99
9f87923d-0659-4df8-9676-38aded7de3eb_gdc_realn_rehead,mtDNA,MT,5873.72
9f899358-c9ba-47a2-a264-7915d772dc81_gdc_realn_rehead,mtDNA,MT,4656.48
a0793d91-afe3-4f62-b425-3a6f94f92ed9_gdc_realn_rehead,mtDNA,MT,5993.47
a09082f9-bad5-4f1c-a398-88baf7401bad_gdc_realn_rehead,mtDNA,MT,6683.94
a1b7941c-ce5c-4c52-99fa-be6865291240_gdc_realn_rehead,mtDNA,MT,6095.27
a39f7ad4-bfeb-45ca-bf5c-23c6ff1f0d7a_gdc_realn_rehead,mtDNA,MT,6039.54
a4315a1f-9285-4dad-bad4-13c6d1f12516_gdc_realn_rehead,mtDNA,MT,4612.16
a4a5c7e9-c536-4e87-b337-eb5a003ba9fe_gdc_realn_rehead,mtDNA,MT,5674.26
a4d99f39-4f7a-4cbe-ad25-7b6c25b8e6a1_gdc_realn_rehead,mtDNA,MT,6272.46
a53b56fb-04c3-402c-9236-0bdbd80da2b8_gdc_realn_rehead,mtDNA,MT,4497.95
a54c5d55-6974-4261-bf32-b41ee24605d9_gdc_realn_rehead,mtDNA,MT,6408.27
a599d37f-d90f-44a3-b336-d60ebc12665d_gdc_realn_rehead,mtDNA,MT,6230.5
a5e9d1ee-2e45-4f48-b50d-11f118fc25a2_gdc_realn_rehead,mtDNA,MT,4828.45
a6292387-ee50-4b41-9e8f-e77107d74a27_gdc_realn_rehead,mtDNA,MT,6162.32
a6fce128-efab-417a-813e-77c5c4ed49dc_gdc_realn_rehead,mtDNA,MT,4502.92
a7849c6c-939a-403c-91d4-948dff40c78a_gdc_realn_rehead,mtDNA,MT,5487.21
a8d44728-8193-4fe6-adcc-fe792481fec7_gdc_realn_rehead,mtDNA,MT,6247.26
a9080a2d-bb8a-4632-b18e-f833384425b7_gdc_realn_rehead,mtDNA,MT,5342.89
a9fa477c-8299-41e4-aa5d-e0ae6801a201_gdc_realn_rehead,mtDNA,MT,4472.96
aa44f578-7400-4ef8-b1b0-8c369bfda870_gdc_realn_rehead,mtDNA,MT,6326.45
aaf852e9-65a1-415a-88c1-0c40e0dadf18_gdc_realn_rehead,mtDNA,MT,5673.12
ab0357e0-fabc-4639-afde-ce44a2ba835f_gdc_realn_rehead,mtDNA,MT,5637.79
ac3c9707-fb5f-472b-8c05-43ef473f2cf9_gdc_realn_rehead,mtDNA,MT,6519.56
ac4b4447-432f-4b81-9abc-dff196dd48be_gdc_realn_rehead,mtDNA,MT,5649.97
ac545a99-b3ab-4917-836b-031903d738d3_gdc_realn_rehead,mtDNA,MT,5604.87
ac930f2b-fa81-4cde-96f2-78484b647696_gdc_realn_rehead,mtDNA,MT,6070.37
ad637a0e-cf79-4abf-b91d-4e3f578149c7_gdc_realn_rehead,mtDNA,MT,5681.55
ad779f07-1d5e-4720-be52-4d031146349f_gdc_realn_rehead,mtDNA,MT,5113.22
ada0db16-af3b-43ce-97e0-ffd75e7fcd66_gdc_realn_rehead,mtDNA,MT,5992.01
ada7d989-08c8-4639-8298-e0ff3788b030_gdc_realn_rehead,mtDNA,MT,5983.69
af2719bb-3eb8-4d96-add9-3f44ca91e6ae_gdc_realn_rehead,mtDNA,MT,2182.4
af288cac-29cd-4451-8d3f-6a32fc3e6ab5_gdc_realn_rehead,mtDNA,MT,5042.57
af360a37-2759-449e-b087-853022490864_gdc_realn_rehead,mtDNA,MT,5511.99
af6c4fb2-34da-4cbb-b72f-69f4de426ced_gdc_realn_rehead,mtDNA,MT,4047.47
af946380-8cb3-4066-a814-93dbe06182aa_gdc_realn_rehead,mtDNA,MT,5243.96
b04cbefe-48d2-40ca-9230-18566adbe9ee_gdc_realn_rehead,mtDNA,MT,6257.84
b068f692-cfa5-4af2-afca-25effe6d78bf_gdc_realn_rehead,mtDNA,MT,6537.79
b06d1e8a-4083-4619-8f19-14bb5250b8bf_gdc_realn_rehead,mtDNA,MT,5581.65
b172cf09-d25d-4865-8acb-866770e3f0d9_gdc_realn_rehead,mtDNA,MT,6875.44
b2b94908-945e-4a92-add4-e658d5a675f9_gdc_realn_rehead,mtDNA,MT,5926.05
b2eab631-2e3e-4b65-87fc-a2592b464e45_gdc_realn_rehead,mtDNA,MT,6147.47
b377ece0-2aa1-47e9-bfe2-bdf45772e5d3_gdc_realn_rehead,mtDNA,MT,6301.99
b4338016-9ea2-4923-9cf4-64fccafa3fc3_gdc_realn_rehead,mtDNA,MT,6024.5
b437694e-67b5-4bb6-a285-1bc78e52dfa0_gdc_realn_rehead,mtDNA,MT,6098.03
b4af3d29-7cf7-469b-aab5-a5a3756b86ab_gdc_realn_rehead,mtDNA,MT,5564.77
b4b4f1c0-619b-4be7-b12d-7a75964145a9_gdc_realn_rehead,mtDNA,MT,6683.1
b4f01540-6a25-4ef6-8903-d74d639b1a2c_gdc_realn_rehead,mtDNA,MT,5616.24
b551a3be-3e32-4ae7-823e-0f4753da8965_gdc_realn_rehead,mtDNA,MT,5800.84
b6c7b112-81cb-4ae6-b604-1564eabc7aec_gdc_realn_rehead,mtDNA,MT,2561.38
b7153e44-127c-43c2-a5ab-2f5974d16d48_gdc_realn_rehead,mtDNA,MT,5986.37
b77fa2a0-902b-4a38-9944-83d956a4969b_gdc_realn_rehead,mtDNA,MT,6599.06
b79a9278-cdfb-429b-8439-f78b61b2a463_gdc_realn_rehead,mtDNA,MT,6240.15
b7b8be68-e8b7-44bd-90af-e4ac937c6099_gdc_realn_rehead,mtDNA,MT,5589.18
b7e85d12-23f5-4be5-aafb-c4706eae58e7_gdc_realn_rehead,mtDNA,MT,5995.55
b8904881-f41a-4e7b-9b16-7364f4392c29_gdc_realn_rehead,mtDNA,MT,6084.54
b91daf0b-045f-48b9-8323-705e23db9ef8_gdc_realn_rehead,mtDNA,MT,5025.94
b95bf0a9-afca-47c5-9f48-f7de055e21bc_gdc_realn_rehead,mtDNA,MT,5497.15
b9cc9fa8-a779-4737-ae96-d045be1a83c9_gdc_realn_rehead,mtDNA,MT,4042.61
ba3418e3-a846-47e1-8eb4-e71f17277dad_gdc_realn_rehead,mtDNA,MT,4077.95
ba5834b9-26c7-4be4-bc36-c6483dfd73de_gdc_realn_rehead,mtDNA,MT,5955.24
babc500d-32ca-4140-a0b8-0b6026d7a184_gdc_realn_rehead,mtDNA,MT,4221.47
bbaa6853-6001-4323-a536-efe506d34b9c_gdc_realn_rehead,mtDNA,MT,5940.4
bc09c87b-2952-412e-a097-7e6fa6773f9f_gdc_realn_rehead,mtDNA,MT,6259.12
bcaf7e2c-5a20-4ac8-95f4-7a4d985d6b00_gdc_realn_rehead,mtDNA,MT,6636.01
bcc8e80a-c06c-4a1a-b308-9957fc3ca5d4_gdc_realn_rehead,mtDNA,MT,4659.45
bd743bbb-643e-4598-9cc1-76b335728875_gdc_realn_rehead,mtDNA,MT,5563.09
be086d64-2023-4de5-b300-798b05b296fc_gdc_realn_rehead,mtDNA,MT,4406.91
be1802ce-9656-4628-8b4d-725cf33b9177_gdc_realn_rehead,mtDNA,MT,6150.25
bf0af5cc-bc1c-4d6f-bd02-b47e61d98340_gdc_realn_rehead,mtDNA,MT,5598.59
bf42e41f-19ac-40c7-abde-ee23378f4606_gdc_realn_rehead,mtDNA,MT,6161.33
c0994e02-1842-4736-a010-78275693e2ab_gdc_realn_rehead,mtDNA,MT,5247.96
c09dfd1e-73dd-467e-819a-f3ecb74ada72_gdc_realn_rehead,mtDNA,MT,5810
c0c2b41b-a1ab-4807-8884-031bcf0f2d78_gdc_realn_rehead,mtDNA,MT,6498.71
c0ea0338-0bfb-4efa-a782-1c8b64b497b9_gdc_realn_rehead,mtDNA,MT,5080.5
c1c5ced4-6edd-49fb-aa3e-39fb4fcb160a_gdc_realn_rehead,mtDNA,MT,6353.67
c2555505-efaf-47e8-aa78-7a66231fe7d3_gdc_realn_rehead,mtDNA,MT,5720.36
c292261b-d8e9-4245-936a-884d0c5f2544_gdc_realn_rehead,mtDNA,MT,6663.62
c3210016-4c75-4266-89df-ff09a7cc0f81_gdc_realn_rehead,mtDNA,MT,1915.67
c3eb5df6-2a9d-4a29-b59e-f61957650342_gdc_realn_rehead,mtDNA,MT,4693.45
c4136b84-6002-46f2-ad53-6357680c46c4_gdc_realn_rehead,mtDNA,MT,5089.89
c4ad66f0-aeaa-4403-83f2-9de01fbdf121_gdc_realn_rehead,mtDNA,MT,6170.57
c53a091b-d7e6-4dbb-9fb1-b79798e3be40_gdc_realn_rehead,mtDNA,MT,6112.81
c60209c8-100c-49b0-b218-b587d8c160d4_gdc_realn_rehead,mtDNA,MT,6791.11
c6173474-4555-47b3-8e79-08b77529d305_gdc_realn_rehead,mtDNA,MT,3771.99
c62f1332-cebf-46a8-a448-a5b8e9882076_gdc_realn_rehead,mtDNA,MT,6067.27
c647c365-4730-45de-8fec-2e4b4210a25a_gdc_realn_rehead,mtDNA,MT,4763.76
c662eb1e-d0f9-4e36-b07a-1464ba06ff99_gdc_realn_rehead,mtDNA,MT,3810.1
c6ce140f-895e-4384-8a91-d359f192b805_gdc_realn_rehead,mtDNA,MT,5680.1
c6edc4ab-9844-45e2-8f04-e66c7280329b_gdc_realn_rehead,mtDNA,MT,5941.43
c6fef9a2-3a47-4e2f-abf8-47a8eabaed17_gdc_realn_rehead,mtDNA,MT,6365.49
c704a41c-b658-40bd-82ee-f417a8860d4a_gdc_realn_rehead,mtDNA,MT,5202.75
c724c63a-bd1c-4c3a-bb6e-a45851bc1cff_gdc_realn_rehead,mtDNA,MT,4485.23
c739403e-b979-448f-87d5-eaef6b7cc829_gdc_realn_rehead,mtDNA,MT,5556.39
c79b1fee-717f-4bda-a7ce-79fa09f704e3_gdc_realn_rehead,mtDNA,MT,5723.3
c7db9199-aa72-49b6-824a-4513d49bf40b_gdc_realn_rehead,mtDNA,MT,3774.64
c8a86902-3b21-4dd8-afca-231838fafbcb_gdc_realn_rehead,mtDNA,MT,5190.72
c9ac23a7-7132-4a77-b0b4-02421392b007_gdc_realn_rehead,mtDNA,MT,6535.55
ca97ca14-28e1-45d3-b1b4-3976528c87d3_gdc_realn_rehead,mtDNA,MT,5920.12
cbabb77b-4b76-470f-9954-93cad1dcc648_gdc_realn_rehead,mtDNA,MT,5870.74
cbde09af-ba6c-4271-ad17-cd8eba0953da_gdc_realn_rehead,mtDNA,MT,5603.66
cbff9d45-b584-436a-8eb5-105282b7e108_gdc_realn_rehead,mtDNA,MT,4820.3
cc3ad632-c9d1-4d39-a88e-d96e16546502_gdc_realn_rehead,mtDNA,MT,3495.24
cc9f53c7-cccd-4b31-8c6e-703f38f52793_gdc_realn_rehead,mtDNA,MT,5849.16
ccbc3839-3872-4593-8470-0d2fafef8b43_gdc_realn_rehead,mtDNA,MT,6160.5
ce808b0c-3489-40a1-bd93-6560a86eadf9_gdc_realn_rehead,mtDNA,MT,7022.43
cf295bbd-412b-4069-8b65-5e2aeafa5860_gdc_realn_rehead,mtDNA,MT,4716.33
cf848204-ab90-43d5-b51a-636e2ea53251_gdc_realn_rehead,mtDNA,MT,5324.89
cfa6da64-1aaf-4768-b0e2-441f107b20b5_gdc_realn_rehead,mtDNA,MT,5694.79
cfb9de97-4c33-4dc1-a215-eada38f46002_gdc_realn_rehead,mtDNA,MT,2522.5
d036c11a-07b9-4ce3-b864-e6162006b99f_gdc_realn_rehead,mtDNA,MT,4946.69
d04d83a4-fbe1-4b6a-a48d-2950394a67bb_gdc_realn_rehead,mtDNA,MT,5397.78
d0979620-999f-44c7-9e8b-44548f7927ef_gdc_realn_rehead,mtDNA,MT,5669.7
d0a10942-3ebe-4702-8a98-49be26383c1d_gdc_realn_rehead,mtDNA,MT,6129.63
d183f094-597f-496e-abf4-8f77f0a66803_gdc_realn_rehead,mtDNA,MT,6173.37
d1ca3c75-618e-4bb8-ba23-d6fb5c6ed498_gdc_realn_rehead,mtDNA,MT,6233.85
d200955d-d630-4f29-9751-49b426799910_gdc_realn_rehead,mtDNA,MT,2954.9
d21f8c84-d0e2-421e-bcb8-5235fc94e8b0_gdc_realn_rehead,mtDNA,MT,6521.6
d3122e5e-854d-42be-a486-35f34cf21375_gdc_realn_rehead,mtDNA,MT,5178.11
d31d667b-4a5a-4e59-87fb-cc7503d52fd1_gdc_realn_rehead,mtDNA,MT,5460.88
d3467666-fc2e-41f7-95d2-215c7e36c715_gdc_realn_rehead,mtDNA,MT,4633.33
d36f19ee-d391-42b2-a07e-c5cdd8ff825a_gdc_realn_rehead,mtDNA,MT,5308.37
d3ff4a36-36de-43c1-a69b-0f28349ffedd_gdc_realn_rehead,mtDNA,MT,2397.35
d42a6fe0-8988-43ec-93fb-eec85f3dfd62_gdc_realn_rehead,mtDNA,MT,5028.76
d4da4d75-2b9d-4452-a759-fc1b95424d1a_gdc_realn_rehead,mtDNA,MT,6142
d58dcefa-3885-4908-a31d-f3ec29731b89_gdc_realn_rehead,mtDNA,MT,5133.89
d695f549-ae64-4250-bc73-0797ae12dbb9_gdc_realn_rehead,mtDNA,MT,4983.78
d6fd59c2-67e4-4210-b767-49a70081e088_gdc_realn_rehead,mtDNA,MT,6031.52
d7e713bb-dfc3-44d4-bef8-0cea378021f3_gdc_realn_rehead,mtDNA,MT,2693.69
d8183508-e323-4a1f-ac65-4b89c848247f_gdc_realn_rehead,mtDNA,MT,4894.44
d8a50613-18b9-4b66-bbb2-2e602181e159_gdc_realn_rehead,mtDNA,MT,5054.06
d8bf6c8b-b1ef-4bd2-80dd-4942a92004ff_gdc_realn_rehead,mtDNA,MT,6125.74
d908f378-a7f0-4f06-8e44-1da223489b11_gdc_realn_rehead,mtDNA,MT,5969.7
d9108047-f316-4592-ae17-21e3f814f430_gdc_realn_rehead,mtDNA,MT,5687.11
db070141-5d9d-448c-9f97-a0737762c9c2_gdc_realn_rehead,mtDNA,MT,4192.36
db5ec268-8a17-42af-98c9-b9101ba35b4e_gdc_realn_rehead,mtDNA,MT,6383
dbfa3bd7-1875-4d2f-9ff2-3c44e7f00a63_gdc_realn_rehead,mtDNA,MT,5025.37
dc959928-cf3f-4086-b677-6781aabcd9cf_gdc_realn_rehead,mtDNA,MT,3781.99
dd5bc467-74b5-4e1f-95f5-0a7ce776d5d8_gdc_realn_rehead,mtDNA,MT,6244.69
ddd400df-3376-447a-859b-7415a679eb46_gdc_realn_rehead,mtDNA,MT,3976.42
de162e91-f450-4632-8779-d24839cd7769_gdc_realn_rehead,mtDNA,MT,5787.17
de1a0b2a-4889-4f85-97de-f76b326810be_gdc_realn_rehead,mtDNA,MT,3458.48
de224e71-2a83-4a83-b224-5d2f5e2634d6_gdc_realn_rehead,mtDNA,MT,6426.19
de3be65f-e5f2-4cd1-8617-c8ca750d26c6_gdc_realn_rehead,mtDNA,MT,4973.35
df2b8be0-d350-4040-b7e0-3010af884088_gdc_realn_rehead,mtDNA,MT,6268
df3bbe0f-5c32-4a81-9826-95ddf6c023d9_gdc_realn_rehead,mtDNA,MT,6098.62
df834a10-2831-4dc4-b627-393d25f3b802_gdc_realn_rehead,mtDNA,MT,5245.12
df879d51-77e7-4e0e-a971-fee30a730693_gdc_realn_rehead,mtDNA,MT,6717.68
e0b53534-5cb2-47aa-9307-038b5774047f_gdc_realn_rehead,mtDNA,MT,5829.82
e1401cdb-f005-41c9-b6bc-4d0f16b9fe0a_gdc_realn_rehead,mtDNA,MT,6022.01
e2719657-ea1e-4320-8ddf-71d6d38edc59_gdc_realn_rehead,mtDNA,MT,6440.13
e3a8f442-5157-4153-8ca1-9dfb11b8992c_gdc_realn_rehead,mtDNA,MT,6071.06
e3c8680d-9811-46f6-ad67-fcbe90a7643c_gdc_realn_rehead,mtDNA,MT,5503.85
e3d8e66a-e824-4cd9-8286-82ea6e89c61b_gdc_realn_rehead,mtDNA,MT,5362.58
e43a9fd6-972b-47a1-9980-3a48d6c319cc_gdc_realn_rehead,mtDNA,MT,5948.46
e442424c-d90a-4590-9ec3-ab277915ebe8_gdc_realn_rehead,mtDNA,MT,5399.22
e4772ebe-e255-414a-9a45-c8cb8da4cf3e_gdc_realn_rehead,mtDNA,MT,5009.87
e4d6bbe2-27f8-4e94-bc61-d1461699b303_gdc_realn_rehead,mtDNA,MT,5458.54
e517a5a8-7e15-4a0d-a9ad-8043e9e219ed_gdc_realn_rehead,mtDNA,MT,5448.6
e5202865-61df-41d8-8b86-214f9c31dee9_gdc_realn_rehead,mtDNA,MT,6576.35
e520ef9a-1809-4173-8ecb-5d27ce34e289_gdc_realn_rehead,mtDNA,MT,6094.78
e5a46b37-23a4-4314-bf69-0bc355587db8_gdc_realn_rehead,mtDNA,MT,5038.61
e61b8a2e-0004-4dec-ac69-8a6f1bd91267_gdc_realn_rehead,mtDNA,MT,4436.71
e6546ed1-a2ce-4e0d-bc91-4d8eafafd320_gdc_realn_rehead,mtDNA,MT,5676.09
e66bf758-e262-41f7-8493-7b0e1816fd7d_gdc_realn_rehead,mtDNA,MT,1205.32
e766131f-2121-476e-bf3a-d672727305d8_gdc_realn_rehead,mtDNA,MT,4773.29
e7a13a3e-e7d4-460b-a3ed-3743c53539e8_gdc_realn_rehead,mtDNA,MT,5989.22
e83ffc55-add9-4950-9bc4-d6b096b41b85_gdc_realn_rehead,mtDNA,MT,6191.97
e8a61b15-385b-4315-8186-d5861329d1af_gdc_realn_rehead,mtDNA,MT,2843.67
e958ee07-138e-4a6d-a636-162fb43415f7_gdc_realn_rehead,mtDNA,MT,5640.41
e97040ce-2652-417b-986c-d7955b149486_gdc_realn_rehead,mtDNA,MT,6681.9
eb1730cb-d70f-42c0-baff-9c184624fafe_gdc_realn_rehead,mtDNA,MT,3944.07
ebc14cb5-9fc1-4e53-9bcd-12f7cd8abd5b_gdc_realn_rehead,mtDNA,MT,5479.26
