sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
005301a4-1151-4421-9c73-961a7b628b63_gdc_realn_rehead,36,481,118,183,1,2,0,176,2915,552,15092,2,6,0,3.1545345077806224,5.625628580863558,4.367808519277267,0.5777944285792421,-0.0,0.6365141682948128,0
01d7c202-af14-4720-92ad-6c9ab5273e5b_gdc_realn_rehead,5,111,31,25,1,0,1,21,340,80,118,4,0,3,1.5012834639366595,4.57342738366656,3.373466052787308,2.6811522609799523,-0.0,0,-0.0
02b776d9-d5eb-4b34-9854-82d4cfae4751_gdc_realn_rehead,24,484,171,113,8,4,1,352,8887,2061,2969,23,32,7,1.6683504639030435,3.8404884574978784,3.65843594642724,2.2184358892194944,1.9565588879179248,1.040839837423239,-0.0
0330e749-318e-4de9-9c99-1443594b6360_gdc_realn_rehead,70,1271,400,272,4,5,0,414,13008,3006,3518,9,27,0,3.8209865944856225,6.284634397653345,5.278629968249564,3.2668938166317956,1.3689223607402192,1.451749754706546,0
033f395d-f27b-4199-a16f-6bd6b18449a4_gdc_realn_rehead,228,2182,754,786,4,23,0,1338,24357,5205,13119,20,151,0,4.586898317136695,6.306817319609056,5.971491093839694,3.2380007322893394,1.0250939117917865,2.4122659378136193,0
03e07184-68da-4e59-abb6-c5b6526c990c_gdc_realn_rehead,24,210,106,86,3,0,0,233,2670,956,18275,6,0,0,2.3729020040611197,4.074534495659782,3.6560822224183283,0.19699886945349424,1.0986122886681096,0,0
053bca4b-74e4-4fba-bd0d-7b2c2d678a66_gdc_realn_rehead,24,349,98,66,1,0,0,170,3878,683,610,3,0,0,2.8516054186393966,4.51078524514029,3.945465224731048,2.2801718227094603,-0.0,0,0
05856688-714a-446b-8652-d38e94d7ae93_gdc_realn_rehead,47,1007,255,264,5,6,1,225,16069,1353,10872,11,43,2,3.497401613298605,5.4265695862115075,5.035619843829564,1.9296595526837232,1.594166699118017,1.4666756077121808,-0.0
058ef2a4-a1f9-40ea-ad44-b4e00dc5b014_gdc_realn_rehead,14,108,56,42,4,4,1,58,334,171,150,8,12,2,2.3214828331643287,4.4557652457148995,3.8739412411480467,3.3647014748912523,1.3862943611198906,1.242453324894,-0.0
0601965e-336a-474e-85c0-398a3c4d7782_gdc_realn_rehead,6,74,21,16,1,0,0,46,382,82,128,2,0,0,1.3352319016883216,3.762135239765667,2.9296198631510157,2.1271495785539773,-0.0,0,0
06904d76-38ca-4c2a-8699-a57aacce0ec2_gdc_realn_rehead,5,51,28,26,0,1,0,10,166,107,813,0,8,0,1.6094379124341005,3.776835766561802,3.1742559678533873,0.7344690357370135,0,-0.0,0
0699db2f-847c-4944-8b5e-2f2a196d5707_gdc_realn_rehead,42,904,372,162,3,5,0,220,10507,4037,1187,8,15,0,3.3566632512118963,5.751043842651776,4.756383325946733,4.160807341748729,1.0397207708399179,1.5472867333409475,0
077dd646-bab9-4a29-8994-105e1a9f6def_gdc_realn_rehead,280,2138,1050,536,7,19,0,5177,56507,28593,7205,16,205,0,4.149549159014806,6.1601645355954675,5.0522576505581425,4.863272216624479,1.9273921261392744,2.4395636380302386,0
07c72ab1-765a-4cad-a8f5-b219b1df8089_gdc_realn_rehead,99,856,367,213,3,9,0,823,8906,3766,1858,6,30,0,3.252143781811013,5.481182210876294,4.387108965710677,3.76270349740224,1.0986122886681096,2.052690447939071,0
07f95427-39be-4884-b539-c9f3e329bebc_gdc_realn_rehead,62,0,0,179,0,0,0,393,0,0,3052,0,0,0,3.455932785099215,0,0,3.8302429348544647,0,0,0
0813f7de-f80a-488b-a275-e4636629aca3_gdc_realn_rehead,15,217,97,87,1,5,0,61,2260,705,11677,2,14,0,2.4551998177454255,4.116468515892067,3.452153687625508,0.3567680040906633,-0.0,1.5498260458782016,0
086e890b-cdc3-455e-84a8-66dbfa3aae11_gdc_realn_rehead,82,679,230,139,10,1,0,651,6531,3628,3133,24,11,0,3.664341862710947,5.548454436334491,3.540782522063381,1.6526135531824133,2.2433296088006975,-0.0,0
088964d1-025c-4080-9cc9-11a233abcd7f_gdc_realn_rehead,37,512,192,109,2,1,0,358,7886,2081,1015,8,2,0,2.8968223965309225,4.583318034249755,3.9900448264188118,3.7633035619718016,0.6615632381579821,-0.0,0
091d8ab7-7cad-4921-b2c2-4304ed611fc9_gdc_realn_rehead,14,212,79,44,1,1,0,97,2493,607,373,2,3,0,2.1495833676752967,4.043893572522246,3.5741585280197428,2.224349127863991,-0.0,-0.0,0
09646946-fcec-44b7-8b26-a7ce89012ab1_gdc_realn_rehead,67,1391,454,436,5,10,0,432,22252,2936,180673,53,99,0,3.7924930524710514,5.833309740226562,5.449511015057628,0.27159840385967293,0.9146838535305392,1.6927415675492634,0
0a18b687-11be-427b-82a9-b11d80b0ea3d_gdc_realn_rehead,9,133,53,31,0,0,0,48,956,255,216,0,0,0,1.5936174605927707,3.97091657158824,3.647235506609972,2.2550666801029733,0,0,0
0a8e1c17-5ac8-4509-9741-ec1c59c5cebc_gdc_realn_rehead,61,505,211,112,4,2,0,297,6328,2404,1811,11,4,0,3.610764042163211,5.026051312603269,3.6942425232334526,2.5208941642765077,1.2882523050229004,0.6931471805599453,0
0d3c1f7c-8aab-4cdb-a652-d873b630de45_gdc_realn_rehead,2,30,8,15,3,0,0,7,93,29,67,6,0,0,0.5982695885852573,3.1851592932891397,1.905442224699781,2.3643994140118387,1.0986122886681096,0,0
0d6e7057-6aa8-46ff-9e9b-e0ba237eb19b_gdc_realn_rehead,23,334,117,86,1,3,0,90,1595,559,459,2,11,0,2.770964576384609,5.053840766407303,4.19692787759614,3.7088393825176538,-0.0,0.9949236325717752,0
0da55f74-bd6d-4b13-88db-20863165b06b_gdc_realn_rehead,77,1612,451,359,3,7,1,352,10087,2256,1671,6,18,6,4.125330055296328,6.725603806788231,5.556106207642478,5.376128697285983,1.0986122886681096,1.92691450526411,-0.0
0daa1a31-b86c-4353-b403-59db8ebcb851_gdc_realn_rehead,6,65,19,18,1,0,1,14,249,108,69,6,0,2,1.7721393884375285,3.8338351503462222,2.0445232739028674,2.6195553784343386,-0.0,0,-0.0
0ddd82c2-8cdb-4ec0-9c5f-3321f312e962_gdc_realn_rehead,10,192,33,69,13,1,2,62,2956,201,7267,54,4,5,2.0454071118506407,3.0160436701850792,2.910164773968046,0.5407347536282887,2.3806229790652136,-0.0,0.6730116670092565
0e8babe1-4c15-4d9c-a26b-2ad839cef580_gdc_realn_rehead,15,199,92,38,0,2,0,75,1326,1549,353,0,143,0,2.2308812613202256,4.382497624439518,2.9514978874124265,2.326438046706919,0,0.40470951709985714,0
0ea510ed-4e24-4c5b-ab49-cfef85aedeab_gdc_realn_rehead,19,458,125,129,8,3,2,102,1857,444,4901,19,10,9,2.556869571351318,5.714027715597996,4.524634220098446,0.7362854980493884,2.0413452698399546,0.9502705392332347,0.5297061990576545
0f077bd4-3907-4a81-a3df-0c1f5f32ff47_gdc_realn_rehead,16,384,84,124,4,5,0,60,3242,1073,1166,15,26,0,2.617196120832621,4.784247932450405,2.5291983874907062,3.178145118734425,1.3095258353040693,1.3038755293363848,0
100406a4-d12c-4ae5-b9ed-b6968f02dbe6_gdc_realn_rehead,255,2794,815,774,21,12,0,2034,31035,8569,7600,64,45,0,4.310095703211715,6.451435381831353,4.660649972919638,4.483494548591362,2.9333283025401267,2.1390325882003673,0
108339cb-e827-4340-b52d-9b3cbb4e5165_gdc_realn_rehead,13,207,60,56,1,3,0,56,661,201,188,2,10,0,2.178492444646489,5.153055539049712,3.850761939635717,3.6919638172833915,-0.0,1.0549201679861442,0
10e0e7f3-3fc1-43f7-b7fc-7bb6a375d060_gdc_realn_rehead,16,249,70,57,2,3,0,89,4542,268,304,4,15,0,2.2633864448082686,3.2791309676433666,3.956742156905194,3.2222126094920234,0.6931471805599453,0.8608513906312316,0
10e22941-6475-4f0b-8288-4e23e58864a6_gdc_realn_rehead,0,33,17,42,1,0,0,0,139,66,5745,18,0,0,0,3.2661017838666733,2.4587533971213245,0.21357391968537895,-0.0,0,0
1108c8ca-9630-44b9-ab41-f56286b4766f_gdc_realn_rehead,114,1311,401,344,15,3,3,1826,69470,5923,24424,41,20,11,3.256322021784743,4.081709344004589,4.3354458064389245,1.678861658503148,2.6609238895118597,0.8979457248567797,0.9949236325717752
1132c05d-00f1-4c3b-a0ed-06a735c82401_gdc_realn_rehead,42,472,147,127,3,1,0,138,1685,655,414,9,2,0,3.417026958175624,5.8256760915312,4.251055469469522,4.608767939687431,0.9950269901795212,-0.0,0
1198fd4b-6d38-4cb3-93b1-9a3b424fc339_gdc_realn_rehead,150,2335,738,662,6,18,0,755,21305,5108,12452,32,77,0,4.545920474400867,6.800700924399623,6.017287136584867,2.326717155026091,1.4402347497045995,2.601061676916398,0
11be0d17-30b2-45ce-8e14-432e0c9a628f_gdc_realn_rehead,191,1690,761,496,5,15,0,2774,40581,13783,6491,21,590,0,4.158538432937529,5.814467350835711,5.194571886065593,5.133373363804399,1.4306826117024425,1.2243041648681845,0
1228fb38-e5a9-4521-ad83-a67977908527_gdc_realn_rehead,3,55,30,17,0,0,0,11,210,107,69,0,0,0,0.9075352941050093,3.6027399080404483,3.306616007596237,2.4256865290584178,0,0,0
12b39ffe-9ea7-421a-af7c-2558fa992d78_gdc_realn_rehead,312,3194,887,1161,4,30,0,1124,21096,5689,24318,8,92,0,5.514015747938818,7.179010221206857,6.065906269215127,1.863527751171799,1.3862943611198906,3.083750354261474,0
13ed08ee-d7e8-43bd-9ee1-7850140e8210_gdc_realn_rehead,22,340,108,89,6,2,0,147,2798,646,544,26,13,0,2.331169601801458,4.717883755345994,4.176310003348778,3.8874783817876777,1.560861996067951,0.666278442414676,0
14e63f70-0dba-435f-a747-17239a97100f_gdc_realn_rehead,279,2514,777,865,26,20,2,6407,105869,19953,27409,118,141,10,4.065830047081211,5.787464252208762,5.074885767073593,3.9545165473265143,2.677157069201356,2.6019788672194615,0.5004024235381879
14fe760a-b84e-4d6e-ab4f-56fbd5cf93ac_gdc_realn_rehead,31,393,159,97,9,3,0,154,4247,1359,677,26,11,0,2.9695518851821934,4.247921170610328,4.159182442886836,3.3553006910146856,2.1383972463477248,1.0900596587107838,0
15f9814d-1a98-4579-9e59-9c4de59ffe01_gdc_realn_rehead,12,257,92,48,5,0,0,108,1049,328,212,13,0,0,1.5229559961908257,5.116850141667354,4.181247882715861,3.4055349093259526,1.564957250242801,0,0
1642360c-3217-42ce-b1c3-8a18c77a26be_gdc_realn_rehead,20,437,109,115,0,1,0,70,2674,414,671,0,2,0,2.5689276291835275,5.154427531398085,4.279330510277265,4.064797488860886,0,-0.0,0
169ff044-7e80-475a-8834-bfdb10180992_gdc_realn_rehead,39,497,259,135,10,1,1,197,3289,1495,1180,31,2,2,3.421756488500932,5.515539078736385,4.7497002619089415,2.9630079155951212,2.057452292851921,-0.0,-0.0
170eae5f-f32e-45e5-beda-848a84ad2fb4_gdc_realn_rehead,84,1199,428,242,3,9,4,556,15026,3496,2163,6,70,14,3.9029299445702383,5.6530705777904755,5.1200020405853985,4.147791374857907,1.0986122886681096,1.481510419691412,1.3013055504369102
17579b7c-6ebd-4da8-9df5-004a69a7ef3d_gdc_realn_rehead,63,798,263,159,3,2,0,287,5548,1969,1346,7,8,0,3.732580832515122,5.984034864985515,4.7130150852352175,3.951454697973592,1.0789922078775833,0.6931471805599453,0
1774634c-c5f9-46b4-bd3d-01c9e520e341_gdc_realn_rehead,24,410,129,114,1,2,0,149,4010,1117,5438,2,5,0,2.83644096307201,4.838553657664779,3.9090760125966626,0.7714786110535714,-0.0,0.6730116670092565,0
17d3f67c-7d54-4866-88d5-96272a8b8bee_gdc_realn_rehead,12,214,62,64,0,2,0,42,1075,235,222,0,4,0,2.356862723744614,4.863686204047265,3.662810561574126,3.883270168815554,0,0.6931471805599453,0
1845d6cd-3528-4c1f-819d-c1c39e354dea_gdc_realn_rehead,119,1225,0,274,0,0,0,595,16475,0,4005,0,0,0,4.384507540082275,5.047844259183491,0,2.999625862846725,0,0,0
18b2e6a9-0213-410f-ab5d-10e839b4d4ee_gdc_realn_rehead,21,236,119,66,6,3,1,83,1341,916,2000,13,14,15,2.764848526001057,4.868389527926938,3.4438706966360457,0.9451250822361431,1.7782333057997073,0.9556998911125343,-0.0
18b7d94a-8660-46b8-8681-323fdfee2826_gdc_realn_rehead,34,575,148,136,0,6,0,188,2216,505,478,0,12,0,2.915014236124486,5.9823293687991566,4.7078007551955,4.62071368009638,0,1.7917594692280547,0
19253042-25b5-469d-aa1b-4822f6dd92db_gdc_realn_rehead,152,1442,665,360,9,6,1,1442,14231,13365,17836,34,43,2,4.216828563488922,6.180293650940774,3.525999674473277,1.8232189252042257,1.7830999524230882,1.5450389568403566,-0.0
19b05e39-15f0-4a05-9df4-b0ae1864494a_gdc_realn_rehead,44,760,300,175,4,5,0,271,11756,2496,3430,12,80,0,3.101889796299143,4.384089108991917,4.639666862050182,2.0029324419314167,1.3296613488547582,0.6221582901342047,0
1b5ccbbc-977d-4022-9420-30a51dd716bd_gdc_realn_rehead,379,4054,1167,1124,8,25,0,4034,76869,14935,27398,18,277,0,4.596852911270784,6.804978060625367,5.749453255523381,2.9682776895733474,2.0431918705451206,2.0262304014807917,0
1b9642cd-d963-4251-a929-b499516a3f82_gdc_realn_rehead,6,134,41,29,1,1,0,18,449,133,367,2,2,0,1.6424614604588825,4.695115435879322,3.5234130591370185,1.496839947546595,-0.0,-0.0,0
1bdf64ba-0881-4ab3-a2e6-e8c38d925e45_gdc_realn_rehead,5,102,30,39,0,0,0,17,434,106,145,0,0,0,1.5643701028927681,4.256378911402952,3.2246109308248996,3.2577303777382376,0,0,0
1bfdc454-759f-43b2-9c8e-7298efe412fc_gdc_realn_rehead,24,224,98,56,2,3,1,774,5729,1138,3136,4,32,2,2.3789946844863943,3.5484134531428264,3.7708075481684316,0.9113709589059718,0.6931471805599453,0.7029189307735104,-0.0
1c0e230e-5838-4cb1-9f48-a5b5173dfd3e_gdc_realn_rehead,29,500,109,105,2,1,0,113,3881,588,734,4,4,0,3.2055709420621312,5.401145028760133,4.308100204255163,3.4505335094992655,0.6931471805599453,-0.0,0
1efde3b7-5fd9-4fee-bc1f-9cd9f5a3221d_gdc_realn_rehead,103,1151,499,255,10,3,1,1486,38923,12372,5123,39,11,2,3.432340127550871,3.9711471461281835,4.628120717820021,3.235848622789616,2.1174218851870705,0.9949236325717752,-0.0
1f3d2751-c60c-4c2f-bb9f-cc35c05903ab_gdc_realn_rehead,11,179,64,37,0,2,0,51,933,482,4953,0,7,0,2.2464424314124027,4.772468467368687,3.5344580409167814,0.31932233294111917,0,0.5982695885852573,0
201beb6e-8c73-432e-aafd-893e44ad6163_gdc_realn_rehead,22,315,165,75,8,2,0,135,3746,2191,960,29,4,0,2.6725177544637577,3.951743576786714,3.4738803085371264,2.5451842007780634,1.9268723505461132,0.6931471805599453,0
201d192c-9f30-445a-a0ac-f9534aab9902_gdc_realn_rehead,29,510,224,109,4,2,0,160,3260,1985,939,8,19,0,2.913782163725195,5.657113773414668,3.4646128688052804,2.7247724557774617,1.3862943611198906,0.336495757583516,0
20201e84-9484-4a28-9af6-d229f45c6703_gdc_realn_rehead,28,326,179,79,1,1,0,139,2186,1318,5656,2,6,0,2.943946951667183,4.6089564758430654,4.337635677744738,0.3917039721281353,-0.0,-0.0,0
208ee929-9039-43fb-8177-11631c297103_gdc_realn_rehead,30,441,172,91,9,4,1,468,3864,1191,2689,29,9,2,2.4834236649281625,4.584393607084149,4.165480678113958,1.2471531864984193,2.060569161146349,1.3689223607402192,-0.0
21300d10-0c92-49e8-a2c9-f444f3010303_gdc_realn_rehead,173,2060,736,1191,6,18,0,1639,42496,11389,19832,58,130,0,3.6818453943910345,5.785250417615382,5.0828671750973395,3.3732617175052892,0.9580829805540829,2.2328242899258703,0
218497eb-3c64-4e96-bd70-c2cf3d6d9877_gdc_realn_rehead,0,20,6,12,2,0,0,0,123,18,40,5,0,0,0,1.8056412071614545,1.6958654450774615,2.3086719564388485,0.6730116670092565,0,0
21d1dc59-02bf-46bc-ac59-5ba6a6883595_gdc_realn_rehead,8,115,55,33,0,0,0,167,707,571,363,0,0,0,1.430037550552957,4.225929173017519,2.804669157700599,1.960043804354823,0,0,0
21f22a44-fb3b-422f-8d6f-934e53ec5aec_gdc_realn_rehead,28,207,108,73,0,3,0,93,1226,441,641,0,8,0,3.1627259502214757,4.333029202302186,4.156941742751491,2.316294172113213,0,1.0397207708399179,0
21fb3492-7e9e-466f-9d98-d5394af5d2d2_gdc_realn_rehead,9,104,45,18,1,1,0,20,563,141,61,2,2,0,2.180945560561596,3.740321441357988,3.644986284309208,2.62418938005287,-0.0,-0.0,0
230fd3e9-44a2-4391-825d-143cba8bcf9a_gdc_realn_rehead,17,134,70,98,2,0,0,97,721,454,4760,4,0,0,2.5815038329397275,4.215337308914947,3.630633913584218,0.7728763155342532,0.6931471805599453,0,0
23221ebb-100c-4e28-bf4e-0f164a8ed50a_gdc_realn_rehead,71,732,268,187,3,7,1,592,16107,3604,6923,12,32,2,3.723560300637469,5.1905534279293715,4.508558736335834,1.6709377595758537,0.8675632284814612,1.6886993130287196,-0.0
233d824a-5818-41ec-adc9-8464ddc024c1_gdc_realn_rehead,24,311,93,129,0,3,0,84,3241,603,1564,0,20,0,2.945237150705239,4.143513566762542,3.5051386909109588,2.298724121814946,0,1.0296530140645737,0
2371f879-e2a1-4487-ba2d-a14d40981ace_gdc_realn_rehead,3,36,16,23,4,0,0,9,121,47,6340,8,0,0,1.0608569471580214,3.427918040721873,2.618942069197048,0.11257265876019952,1.3862943611198906,0,0
23e069a4-9d44-442e-8d49-eb088fb9a187_gdc_realn_rehead,32,522,212,190,3,6,0,155,3994,1440,7450,6,31,0,3.1598666123510943,4.887425006795156,4.376290338294039,1.045133725662241,1.0986122886681096,1.449464622774187,0
24266bd0-b5ba-4168-b9f2-484c74d0b795_gdc_realn_rehead,21,254,89,82,0,1,0,104,1351,393,278,0,2,0,2.6369083177586266,4.9632541267011785,3.9250298830759154,4.143494710549006,0,-0.0,0
250289ec-46a2-4ce2-84bc-0b6168a1f8b0_gdc_realn_rehead,262,1833,661,645,4,15,1,2856,36958,8316,11700,14,193,2,4.639962514088921,6.19553341520852,5.4465352605409505,4.464712815022009,1.277034259466139,2.0538936802458436,-0.0
25deadd5-883a-4e88-8016-e337c1cec641_gdc_realn_rehead,37,391,147,104,1,0,0,208,2330,1722,2733,2,0,0,3.1091918013659607,5.439331052657873,3.4832603447033796,1.3114477405288882,-0.0,0,0
25fc67f7-eb4f-4a80-b5a8-a89c6e5a9292_gdc_realn_rehead,14,321,108,83,3,2,0,102,2326,587,666,12,4,0,2.0274605457942183,4.535732419764207,4.227061270786994,2.5504737210776685,1.0775563270668007,0.6931471805599453,0
267d0d2e-32c6-475b-b4a6-c3c9ecc57a4d_gdc_realn_rehead,61,900,412,239,3,2,0,752,7955,4861,18991,7,9,0,2.8084088126788287,5.782966308180489,4.378572243509893,0.5702119747727163,1.0789922078775833,0.5297061990576545,0
269f6d2a-87dc-4fd8-af61-2ab4e6e06728_gdc_realn_rehead,20,229,70,53,0,0,0,287,5191,498,651,0,0,0,1.3650177963343746,2.677366724194676,3.456819130328406,3.0315695902995468,0,0,0
284cdeba-e8fb-4e5d-960a-dc45815fd3bd_gdc_realn_rehead,2,50,24,16,0,1,0,4,135,63,95,0,4,0,0.6931471805599453,3.7665227556064758,3.1167904582069768,1.8206929729542567,0,-0.0,0
28d806cd-95c7-4dfb-a980-1a482bbdf285_gdc_realn_rehead,8,146,36,31,1,0,0,26,766,126,130,4,0,0,1.981791225232933,4.434877353021337,3.37206073578012,3.063908484665225,-0.0,0,0
291c515a-0c08-4f00-ad1a-13b6ec6fb982_gdc_realn_rehead,83,1084,215,419,8,18,0,394,8366,1311,23301,19,45,0,4.082127567083395,6.2098747524307845,4.781444690150687,0.839120525147799,2.0592293789763123,2.793521025025,0
2950c941-f93f-4948-97f2-74cf6d5161de_gdc_realn_rehead,174,1507,645,433,6,21,1,1874,23419,9937,4408,20,136,2,4.25136186184485,5.724953765710617,4.775616315765674,4.436629993572868,1.4978661367769952,2.521074202383427,-0.0
298d5de5-f66d-47db-8150-908ca70f6f86_gdc_realn_rehead,163,1561,586,678,5,19,1,1404,24308,5999,10867,13,65,2,3.9206699005238574,5.477020350313689,4.863862560036424,3.0772218948969017,1.564957250242801,2.682178319862431,-0.0
298f6a56-5a1d-4b35-bb8a-e670ea6a0ee9_gdc_realn_rehead,10,231,48,57,3,2,0,32,1170,142,282,6,6,0,2.1820896008860964,4.785553280219966,3.7305686966153777,3.145358105534841,1.0986122886681096,0.6365141682948128,0
29b33845-77da-4a4b-a6e7-7b4aa6a26393_gdc_realn_rehead,16,369,155,118,3,5,0,62,2891,1105,17418,7,17,0,2.598094680184758,5.194243749873896,4.424730099345161,0.3989368885711253,1.0789922078775833,1.5176745294625686,0
29d635f0-3db9-4d3a-bae3-7e16de3b6bea_gdc_realn_rehead,13,122,42,61,4,0,1,43,471,166,332,8,0,2,2.4905014033412574,4.343099070268419,3.3494895713401505,2.9590219442439363,1.3862943611198906,0,-0.0
2a694afb-c9d8-47da-91b1-563685fbdd70_gdc_realn_rehead,214,2680,988,821,7,27,5,1275,27730,9061,6201,41,149,30,4.881049512967239,6.912291545887664,5.996554140112276,5.654711863968612,1.7832280141099284,2.938419019107449,0.9495936677167384
2a8cf710-6197-4a1c-b7b3-97bbb975c715_gdc_realn_rehead,31,359,156,86,3,1,0,110,1952,727,332,8,2,0,3.225298960360198,5.309589267476816,4.488491069166674,4.160592985641848,1.0397207708399179,-0.0,0
2adbf2eb-6c1c-4624-91ce-86765f2219c5_gdc_realn_rehead,76,581,255,189,3,3,0,1264,6252,1977,4092,10,9,0,2.165244164926782,4.972106018171314,4.7210204245010665,2.9516347552855273,0.9502705392332347,1.0608569471580214,0
2babb909-4d6a-4873-9010-0481cd9d7f67_gdc_realn_rehead,162,1864,725,489,8,13,0,899,23796,8311,4015,17,46,0,4.551173034239588,6.157568090152237,5.421811290743306,5.261876893881296,2.068513497359536,2.396847196780983,0
2c5bf985-e02f-4319-9060-03903d77629c_gdc_realn_rehead,37,696,204,122,6,3,0,192,6352,1174,665,24,16,0,3.058675795988007,5.77212460760743,4.705140417086486,4.4023982263205985,1.4735023850806486,1.0239287996389363,0
2c652ec1-ee07-4d63-bfb0-cbf9e4013717_gdc_realn_rehead,9,276,75,72,2,3,0,55,1927,494,903,4,6,0,1.6375017282614557,4.566108945986266,3.697668047871188,1.849234042363661,0.6931471805599453,1.0986122886681096,0
2c95ea97-62f0-4cdf-b5c2-e52f1dba1df7_gdc_realn_rehead,2,47,27,24,1,1,0,10,143,106,3923,4,2,0,0.6931471805599453,3.759318428708385,3.106027315980999,0.16455084383360358,-0.0,-0.0,0
2ca0803b-71dc-4910-9307-dd5aeb5c8015_gdc_realn_rehead,62,572,285,225,2,1,0,628,6985,3596,1504,4,4,0,2.809478402289393,5.128542866798472,4.416970558638286,4.662016702525636,0.6931471805599453,-0.0,0
2cfd1613-48d7-467e-99f6-cb93b233c019_gdc_realn_rehead,12,210,99,35,1,1,0,46,1211,641,138,5,2,0,1.9753232496900779,4.489903168963415,3.510231558154939,3.2763052014710663,-0.0,-0.0,0
2d5e614b-ab16-4ff9-bb9a-0c1004890a77_gdc_realn_rehead,174,1493,582,360,2,14,0,2259,28131,10496,4152,4,133,0,3.841668557492955,5.75329408816242,4.898277147601388,4.665365083399985,0.6931471805599453,2.2017187886866516,0
2d75f728-595b-4489-af45-081055c80a90_gdc_realn_rehead,123,1167,516,244,2,4,0,1532,26165,13810,9489,4,18,0,3.932436747228532,5.374864784701428,4.220594926416938,1.952396493079755,0.6931471805599453,1.0027182645175161,0
2e9d32f5-a015-4eb9-8284-3bbec9f97272_gdc_realn_rehead,253,2619,846,541,3,20,0,2246,46768,10860,5670,60,249,0,4.683854720788184,6.666401843618026,5.768130334005599,5.246467585816596,0.778924090202966,2.1168057438060686,0
2efe4617-99bc-4b18-9159-7739131c8aa9_gdc_realn_rehead,35,706,194,167,2,5,0,296,13402,1524,2402,4,35,0,3.047826698930174,5.088600977146968,4.561974574345562,3.8296950262581526,0.6931471805599453,1.4734257194238358,0
2f3322db-f3cb-4a08-b81b-bba1703f55c1_gdc_realn_rehead,62,768,240,155,5,7,0,538,21036,2791,1050,14,118,0,3.338391272059967,3.8858352478492537,4.28883481261325,4.436963887340815,1.5317780787913653,0.8091667109044581,0
2f973de3-769b-4ab3-8633-c1eb2f53a67f_gdc_realn_rehead,219,2532,1081,569,7,19,1,1584,53200,24579,7634,16,206,2,4.780676154380367,5.986919930630879,4.827784375793763,4.737156238688075,1.9273921261392744,2.1066718839557836,-0.0
2f9b92f8-8c19-41e3-896c-42f383616055_gdc_realn_rehead,23,267,93,87,3,4,0,67,1605,479,6164,9,10,0,2.9622744272498567,4.643373212258845,3.8234615984363622,0.40361481813096073,0.9950269901795212,1.3321790402101223,0
3001ec84-0cf6-478d-944d-31477f29682c_gdc_realn_rehead,9,177,69,38,0,1,0,38,757,293,135,0,2,0,1.8706441610952065,4.4533588693238935,3.9125722458274246,3.1428001215755796,0,-0.0,0
303660c7-e51c-425d-9432-f59b6b427b41_gdc_realn_rehead,31,343,130,82,2,2,0,110,1527,728,406,8,4,0,3.167672707918114,5.4576122289150755,4.119009284931247,3.9936456707152277,0.5623351446188083,0.6931471805599453,0
3053eba0-ea7d-4458-8d90-8529d9d9cd5b_gdc_realn_rehead,79,519,334,146,1,0,0,349,4325,3978,1225,2,0,0,3.8433630949063633,4.871707193901988,4.056279299587599,3.5789397460100303,-0.0,0,0
3072d901-49d8-4081-822b-0c028e9e28fa_gdc_realn_rehead,0,4,1,7,0,0,0,0,9,2,1104,0,0,0,0,1.3689223607402192,-0.0,0.09566292554269515,0,0,0
30adccfc-bb00-4b20-9579-2fd4db4cbd32_gdc_realn_rehead,22,295,135,70,5,1,0,138,2183,732,877,12,2,0,2.744722940046648,4.768599765313844,4.186311023236268,2.0643902566214143,1.5890269151739727,-0.0,0
3103782a-2847-4a2a-b31f-4e5ea2ed76b0_gdc_realn_rehead,95,918,360,297,6,3,0,930,23756,7082,5676,27,19,0,3.6364117750669847,5.300875004893246,4.482457204214114,4.148328025293156,1.7141869182203375,0.9932682101499608,0
319e9480-8717-4ccc-b906-2e42be7db976_gdc_realn_rehead,42,493,237,181,1,6,0,144,3127,1238,8679,4,36,0,3.5213961173808457,5.101187901950745,4.850583497077914,0.788247096655979,-0.0,1.5040773967762742,0
31e494ef-4885-4296-99df-d1583cff7a5c_gdc_realn_rehead,12,297,109,60,6,1,3,50,1850,566,263,14,10,7,2.1444577595714156,4.920866516012371,4.240726864135289,3.4721438171834005,1.7478680974667573,-0.0,1.0789922078775833
31e8213b-267f-48f4-b632-583c52927248_gdc_realn_rehead,224,2296,885,491,13,22,2,2377,46269,20562,8250,36,321,9,4.5948451681785984,6.2718542996244295,4.706486658357128,4.355559344334987,2.43771247290039,1.3354039653000767,0.6869615765973234
31f13ffe-59d7-4b49-89e2-020daf75b1ee_gdc_realn_rehead,61,721,198,147,2,2,0,1048,25369,4482,3280,5,7,0,3.0120726048361863,4.107828768955959,3.599218667911503,2.366679588145893,0.6730116670092565,0.6829081047004717,0
3208ed34-81cc-4419-8bfe-310568b43c80_gdc_realn_rehead,28,469,134,101,1,2,0,127,5684,838,814,2,6,0,3.018418918886369,4.509923899399525,4.042019708286006,3.6566241465330007,-0.0,0.6931471805599453,0
