Sample ID,chain_type,rna_count
TCGA-95-8039-01A,TRD,0
TCGA-95-8039-01A,TRG,0
TCGA-69-7978-01A,IGH,96
TCGA-69-7978-01A,IGL,383
TCGA-69-7978-01A,IGK,1043
TCGA-69-7978-01A,TRA,281
TCGA-69-7978-01A,TRB,9
TCGA-69-7978-01A,TRD,10
TCGA-69-7978-01A,TRG,0
TCGA-50-5944-01A,IGH,4
TCGA-50-5944-01A,IGL,71
TCGA-50-5944-01A,IGK,220
TCGA-50-5944-01A,TRA,48
TCGA-50-5944-01A,TRB,0
TCGA-50-5944-01A,TRD,1
TCGA-50-5944-01A,TRG,0
TCGA-38-4631-01A,IGH,62
TCGA-38-4631-01A,IGL,400
TCGA-38-4631-01A,IGK,829
TCGA-38-4631-01A,TRA,191
TCGA-38-4631-01A,TRB,1
TCGA-38-4631-01A,TRD,7
TCGA-38-4631-01A,TRG,0
TCGA-05-4417-01A,IGH,160
TCGA-05-4417-01A,IGL,647
TCGA-05-4417-01A,IGK,1577
TCGA-05-4417-01A,TRA,261
TCGA-05-4417-01A,TRB,7
TCGA-05-4417-01A,TRD,15
TCGA-05-4417-01A,TRG,1
TCGA-MP-A4TF-01A,IGH,56
TCGA-MP-A4TF-01A,IGL,249
TCGA-MP-A4TF-01A,IGK,904
TCGA-MP-A4TF-01A,TRA,195
TCGA-MP-A4TF-01A,TRB,0
TCGA-MP-A4TF-01A,TRD,9
TCGA-MP-A4TF-01A,TRG,0
TCGA-78-8648-01A,IGH,170
TCGA-78-8648-01A,IGL,576
TCGA-78-8648-01A,IGK,1268
TCGA-78-8648-01A,TRA,329
TCGA-78-8648-01A,TRB,1
TCGA-78-8648-01A,TRD,18
TCGA-78-8648-01A,TRG,2
TCGA-50-6594-01A,IGH,15
TCGA-50-6594-01A,IGL,62
TCGA-50-6594-01A,IGK,149
TCGA-50-6594-01A,TRA,24
TCGA-50-6594-01A,TRB,0
TCGA-50-6594-01A,TRD,1
TCGA-50-6594-01A,TRG,0
TCGA-MP-A4TE-01A,IGH,105
TCGA-MP-A4TE-01A,IGL,680
TCGA-MP-A4TE-01A,IGK,1494
TCGA-MP-A4TE-01A,TRA,392
TCGA-MP-A4TE-01A,TRB,1
TCGA-MP-A4TE-01A,TRD,12
TCGA-MP-A4TE-01A,TRG,0
TCGA-05-4434-01A,IGH,128
TCGA-05-4434-01A,IGL,564
TCGA-05-4434-01A,IGK,1610
TCGA-05-4434-01A,TRA,424
TCGA-05-4434-01A,TRB,13
TCGA-05-4434-01A,TRD,15
TCGA-05-4434-01A,TRG,1
TCGA-55-A491-01A,IGH,128
TCGA-55-A491-01A,IGL,532
TCGA-55-A491-01A,IGK,1511
TCGA-55-A491-01A,TRA,316
TCGA-55-A491-01A,TRB,3
TCGA-55-A491-01A,TRD,17
TCGA-55-A491-01A,TRG,0
TCGA-97-7553-01A,IGH,84
TCGA-97-7553-01A,IGL,428
TCGA-97-7553-01A,IGK,1200
TCGA-97-7553-01A,TRA,241
TCGA-97-7553-01A,TRB,3
TCGA-97-7553-01A,TRD,9
TCGA-97-7553-01A,TRG,4
TCGA-78-7158-01A,IGH,27
TCGA-78-7158-01A,IGL,79
TCGA-78-7158-01A,IGK,347
TCGA-78-7158-01A,TRA,94
TCGA-78-7158-01A,TRB,1
TCGA-78-7158-01A,TRD,1
TCGA-78-7158-01A,TRG,0
TCGA-44-5644-01A,IGH,39
TCGA-44-5644-01A,IGL,151
TCGA-44-5644-01A,IGK,481
TCGA-44-5644-01A,TRA,104
TCGA-44-5644-01A,TRB,0
TCGA-44-5644-01A,TRD,4
TCGA-44-5644-01A,TRG,0
TCGA-44-6145-01A,IGH,192
TCGA-44-6145-01A,IGL,650
TCGA-44-6145-01A,IGK,1615
TCGA-44-6145-01A,TRA,321
TCGA-44-6145-01A,TRB,6
TCGA-44-6145-01A,TRD,7
TCGA-44-6145-01A,TRG,2
TCGA-55-6970-01A,IGH,145
TCGA-55-6970-01A,IGL,683
TCGA-55-6970-01A,IGK,1233
TCGA-55-6970-01A,TRA,227
TCGA-55-6970-01A,TRB,2
TCGA-55-6970-01A,TRD,9
TCGA-55-6970-01A,TRG,0
TCGA-50-5946-01A,IGH,36
TCGA-50-5946-01A,IGL,157
TCGA-50-5946-01A,IGK,535
TCGA-50-5946-01A,TRA,161
TCGA-50-5946-01A,TRB,0
TCGA-50-5946-01A,TRD,4
TCGA-50-5946-01A,TRG,0
TCGA-55-8513-01A,IGH,56
TCGA-55-8513-01A,IGL,272
TCGA-55-8513-01A,IGK,648
TCGA-55-8513-01A,TRA,162
TCGA-55-8513-01A,TRB,2
TCGA-55-8513-01A,TRD,5
TCGA-55-8513-01A,TRG,0
TCGA-55-8204-01A,IGH,173
TCGA-55-8204-01A,IGL,735
TCGA-55-8204-01A,IGK,2061
TCGA-55-8204-01A,TRA,1191
TCGA-55-8204-01A,TRB,6
TCGA-55-8204-01A,TRD,18
TCGA-55-8204-01A,TRG,0
TCGA-J2-8194-01A,IGH,13
TCGA-J2-8194-01A,IGL,53
TCGA-J2-8194-01A,IGK,205
TCGA-J2-8194-01A,TRA,108
TCGA-J2-8194-01A,TRB,0
TCGA-J2-8194-01A,TRD,4
TCGA-J2-8194-01A,TRG,0
TCGA-44-7670-01A,IGH,16
TCGA-44-7670-01A,IGL,84
TCGA-44-7670-01A,IGK,384
TCGA-44-7670-01A,TRA,124
TCGA-44-7670-01A,TRB,4
TCGA-44-7670-01A,TRD,5
TCGA-44-7670-01A,TRG,0
TCGA-35-4123-01A,IGH,43
TCGA-35-4123-01A,IGL,449
TCGA-35-4123-01A,IGK,685
TCGA-35-4123-01A,TRA,164
TCGA-35-4123-01A,TRB,12
TCGA-35-4123-01A,TRD,5
TCGA-35-4123-01A,TRG,1
TCGA-NJ-A7XG-01A,IGH,6
TCGA-NJ-A7XG-01A,IGL,21
TCGA-NJ-A7XG-01A,IGK,74
TCGA-NJ-A7XG-01A,TRA,16
TCGA-NJ-A7XG-01A,TRB,1
TCGA-NJ-A7XG-01A,TRD,0
TCGA-NJ-A7XG-01A,TRG,0
TCGA-95-7039-01A,IGH,6
TCGA-95-7039-01A,IGL,32
TCGA-95-7039-01A,IGK,149
TCGA-95-7039-01A,TRA,29
TCGA-95-7039-01A,TRB,0
TCGA-95-7039-01A,TRD,0
TCGA-95-7039-01A,TRG,0
TCGA-75-6212-01A,IGH,63
TCGA-75-6212-01A,IGL,263
TCGA-75-6212-01A,IGK,798
TCGA-75-6212-01A,TRA,159
TCGA-75-6212-01A,TRB,3
TCGA-75-6212-01A,TRD,2
TCGA-75-6212-01A,TRG,0
TCGA-78-7163-01A,IGH,22
TCGA-78-7163-01A,IGL,158
TCGA-78-7163-01A,IGK,470
TCGA-78-7163-01A,TRA,146
TCGA-78-7163-01A,TRB,2
TCGA-78-7163-01A,TRD,2
TCGA-78-7163-01A,TRG,1
TCGA-91-8499-01A,IGH,23
TCGA-91-8499-01A,IGL,166
TCGA-91-8499-01A,IGK,318
TCGA-91-8499-01A,TRA,55
TCGA-91-8499-01A,TRB,2
TCGA-91-8499-01A,TRD,0
TCGA-91-8499-01A,TRG,1
TCGA-97-8175-01A,IGH,13
TCGA-97-8175-01A,IGL,85
TCGA-97-8175-01A,IGK,282
TCGA-97-8175-01A,TRA,99
TCGA-97-8175-01A,TRB,1
TCGA-97-8175-01A,TRD,1
TCGA-97-8175-01A,TRG,0
TCGA-91-6828-01A,IGH,76
TCGA-91-6828-01A,IGL,255
TCGA-91-6828-01A,IGK,580
TCGA-91-6828-01A,TRA,190
TCGA-91-6828-01A,TRB,3
TCGA-91-6828-01A,TRD,3
TCGA-91-6828-01A,TRG,0
TCGA-69-7763-01A,IGH,65
TCGA-69-7763-01A,IGL,272
TCGA-69-7763-01A,IGK,1419
TCGA-69-7763-01A,TRA,324
TCGA-69-7763-01A,TRB,1
TCGA-69-7763-01A,TRD,8
TCGA-69-7763-01A,TRG,0
TCGA-MP-A4T4-01A,IGH,219
TCGA-MP-A4T4-01A,IGL,1081
TCGA-MP-A4T4-01A,IGK,2531
TCGA-MP-A4T4-01A,TRA,570
TCGA-MP-A4T4-01A,TRB,7
TCGA-MP-A4T4-01A,TRD,19
TCGA-MP-A4T4-01A,TRG,1
TCGA-75-7027-01A,IGH,64
TCGA-75-7027-01A,IGL,289
TCGA-75-7027-01A,IGK,706
TCGA-75-7027-01A,TRA,208
TCGA-75-7027-01A,TRB,1
TCGA-75-7027-01A,TRD,5
TCGA-75-7027-01A,TRG,0
TCGA-91-6829-01A,IGH,32
TCGA-91-6829-01A,IGL,108
TCGA-91-6829-01A,IGK,323
TCGA-91-6829-01A,TRA,98
TCGA-91-6829-01A,TRB,2
TCGA-91-6829-01A,TRD,2
TCGA-91-6829-01A,TRG,0
TCGA-86-8074-01A,IGH,65
TCGA-86-8074-01A,IGL,336
TCGA-86-8074-01A,IGK,1050
TCGA-86-8074-01A,TRA,335
TCGA-86-8074-01A,TRB,3
TCGA-86-8074-01A,TRD,8
TCGA-86-8074-01A,TRG,0
TCGA-75-5122-01A,IGH,35
TCGA-75-5122-01A,IGL,166
TCGA-75-5122-01A,IGK,397
TCGA-75-5122-01A,TRA,75
TCGA-75-5122-01A,TRB,8
TCGA-75-5122-01A,TRD,0
TCGA-75-5122-01A,TRG,0
TCGA-44-A479-01A,IGH,280
TCGA-44-A479-01A,IGL,1050
TCGA-44-A479-01A,IGK,2139
TCGA-44-A479-01A,TRA,535
TCGA-44-A479-01A,TRB,7
TCGA-44-A479-01A,TRD,19
TCGA-44-A479-01A,TRG,0
TCGA-73-7498-01A,IGH,82
TCGA-73-7498-01A,IGL,230
TCGA-73-7498-01A,IGK,679
TCGA-73-7498-01A,TRA,139
TCGA-73-7498-01A,TRB,10
TCGA-73-7498-01A,TRD,1
TCGA-73-7498-01A,TRG,0
TCGA-67-6216-01A,IGH,43
TCGA-67-6216-01A,IGL,275
TCGA-67-6216-01A,IGK,755
TCGA-67-6216-01A,TRA,216
TCGA-67-6216-01A,TRB,1
TCGA-67-6216-01A,TRD,5
TCGA-67-6216-01A,TRG,1
TCGA-67-3774-01A,IGH,46
TCGA-67-3774-01A,IGL,291
TCGA-67-3774-01A,IGK,844
TCGA-67-3774-01A,TRA,153
TCGA-67-3774-01A,TRB,4
TCGA-67-3774-01A,TRD,3
TCGA-67-3774-01A,TRG,1
TCGA-93-A4JO-01A,IGH,101
TCGA-93-A4JO-01A,IGL,423
TCGA-93-A4JO-01A,IGK,1170
TCGA-93-A4JO-01A,TRA,295
TCGA-93-A4JO-01A,TRB,4
TCGA-93-A4JO-01A,TRD,5
TCGA-93-A4JO-01A,TRG,0
TCGA-78-8660-01A,IGH,29
TCGA-78-8660-01A,IGL,88
TCGA-78-8660-01A,IGK,213
TCGA-78-8660-01A,TRA,60
TCGA-78-8660-01A,TRB,4
TCGA-78-8660-01A,TRD,0
TCGA-78-8660-01A,TRG,0
TCGA-05-4426-01A,IGH,5
TCGA-05-4426-01A,IGL,34
TCGA-05-4426-01A,IGK,140
TCGA-05-4426-01A,TRA,69
TCGA-05-4426-01A,TRB,2
TCGA-05-4426-01A,TRD,0
TCGA-05-4426-01A,TRG,0
TCGA-86-A4P7-01A,IGH,228
TCGA-86-A4P7-01A,IGL,754
TCGA-86-A4P7-01A,IGK,2183
TCGA-86-A4P7-01A,TRA,785
TCGA-86-A4P7-01A,TRB,4
TCGA-86-A4P7-01A,TRD,23
TCGA-86-A4P7-01A,TRG,0
TCGA-44-8120-01A,IGH,35
TCGA-44-8120-01A,IGL,149
TCGA-44-8120-01A,IGK,467
TCGA-44-8120-01A,TRA,119
TCGA-44-8120-01A,TRB,5
TCGA-44-8120-01A,TRD,2
TCGA-44-8120-01A,TRG,0
TCGA-55-A490-01A,IGH,64
TCGA-55-A490-01A,IGL,409
TCGA-55-A490-01A,IGK,886
TCGA-55-A490-01A,TRA,169
TCGA-55-A490-01A,TRB,3
TCGA-55-A490-01A,TRD,1
TCGA-55-A490-01A,TRG,0
TCGA-05-4420-01A,IGH,98
TCGA-05-4420-01A,IGL,400
TCGA-05-4420-01A,IGK,1441
TCGA-05-4420-01A,TRA,381
TCGA-05-4420-01A,TRB,3
TCGA-05-4420-01A,TRD,4
TCGA-05-4420-01A,TRG,1
TCGA-99-AA5R-01A,IGH,81
TCGA-99-AA5R-01A,IGL,291
TCGA-99-AA5R-01A,IGK,885
TCGA-99-AA5R-01A,TRA,224
TCGA-99-AA5R-01A,TRB,2
TCGA-99-AA5R-01A,TRD,2
TCGA-99-AA5R-01A,TRG,0
TCGA-78-7535-01A,IGH,6
TCGA-78-7535-01A,IGL,51
TCGA-78-7535-01A,IGK,115
TCGA-78-7535-01A,TRA,74
TCGA-78-7535-01A,TRB,0
TCGA-78-7535-01A,TRD,2
TCGA-78-7535-01A,TRG,0
TCGA-NJ-A55A-01A,IGH,31
TCGA-NJ-A55A-01A,IGL,121
TCGA-NJ-A55A-01A,IGK,543
TCGA-NJ-A55A-01A,TRA,105
TCGA-NJ-A55A-01A,TRB,1
TCGA-NJ-A55A-01A,TRD,1
TCGA-NJ-A55A-01A,TRG,0
TCGA-95-7948-01A,IGH,73
TCGA-95-7948-01A,IGL,215
TCGA-95-7948-01A,IGK,796
TCGA-95-7948-01A,TRA,217
TCGA-95-7948-01A,TRB,3
TCGA-95-7948-01A,TRD,4
TCGA-95-7948-01A,TRG,0
TCGA-69-8254-01A,IGH,283
TCGA-69-8254-01A,IGL,839
TCGA-69-8254-01A,IGK,2031
TCGA-69-8254-01A,TRA,663
TCGA-69-8254-01A,TRB,8
TCGA-69-8254-01A,TRD,20
TCGA-69-8254-01A,TRG,0
TCGA-55-8507-01A,IGH,11
TCGA-55-8507-01A,IGL,70
TCGA-55-8507-01A,IGK,188
TCGA-55-8507-01A,TRA,23
TCGA-55-8507-01A,TRB,2
TCGA-55-8507-01A,TRD,1
TCGA-55-8507-01A,TRG,0
TCGA-78-7147-01A,IGH,12
TCGA-78-7147-01A,IGL,58
TCGA-78-7147-01A,IGK,130
TCGA-78-7147-01A,TRA,60
TCGA-78-7147-01A,TRB,2
TCGA-78-7147-01A,TRD,0
TCGA-78-7147-01A,TRG,0
TCGA-50-6592-01A,IGH,75
TCGA-50-6592-01A,IGL,413
TCGA-50-6592-01A,IGK,1121
TCGA-50-6592-01A,TRA,276
TCGA-50-6592-01A,TRB,7
TCGA-50-6592-01A,TRD,12
TCGA-50-6592-01A,TRG,0
TCGA-55-7728-01A,IGH,84
TCGA-55-7728-01A,IGL,368
TCGA-55-7728-01A,IGK,1168
TCGA-55-7728-01A,TRA,376
TCGA-55-7728-01A,TRB,4
TCGA-55-7728-01A,TRD,7
TCGA-55-7728-01A,TRG,0
TCGA-78-7148-01A,IGH,26
TCGA-78-7148-01A,IGL,97
TCGA-78-7148-01A,IGK,533
TCGA-78-7148-01A,TRA,129
TCGA-78-7148-01A,TRB,4
TCGA-78-7148-01A,TRD,1
TCGA-78-7148-01A,TRG,0
TCGA-78-7220-01A,IGH,6
TCGA-78-7220-01A,IGL,35
TCGA-78-7220-01A,IGK,79
TCGA-78-7220-01A,TRA,23
TCGA-78-7220-01A,TRB,1
TCGA-78-7220-01A,TRD,1
TCGA-78-7220-01A,TRG,0
TCGA-97-8171-01A,IGH,13
TCGA-97-8171-01A,IGL,78
TCGA-97-8171-01A,IGK,205
TCGA-97-8171-01A,TRA,108
TCGA-97-8171-01A,TRB,0
TCGA-97-8171-01A,TRD,2
TCGA-97-8171-01A,TRG,0
TCGA-MP-A4TC-01A,IGH,48
TCGA-MP-A4TC-01A,IGL,361
TCGA-MP-A4TC-01A,IGK,583
TCGA-MP-A4TC-01A,TRA,79
TCGA-MP-A4TC-01A,TRB,8
TCGA-MP-A4TC-01A,TRD,4
TCGA-MP-A4TC-01A,TRG,0
TCGA-97-A4LX-01A,IGH,158
TCGA-97-A4LX-01A,IGL,649
TCGA-97-A4LX-01A,IGK,1387
TCGA-97-A4LX-01A,TRA,307
TCGA-97-A4LX-01A,TRB,14
TCGA-97-A4LX-01A,TRD,23
TCGA-97-A4LX-01A,TRG,0
TCGA-05-4432-01A,IGH,265
TCGA-05-4432-01A,IGL,1261
TCGA-05-4432-01A,IGK,2515
TCGA-05-4432-01A,TRA,636
TCGA-05-4432-01A,TRB,12
TCGA-05-4432-01A,TRD,18
TCGA-05-4432-01A,TRG,0
TCGA-69-7973-01A,IGH,71
TCGA-69-7973-01A,IGL,268
TCGA-69-7973-01A,IGK,730
TCGA-69-7973-01A,TRA,189
TCGA-69-7973-01A,TRB,3
TCGA-69-7973-01A,TRD,7
TCGA-69-7973-01A,TRG,1
TCGA-62-A46O-01A,IGH,33
TCGA-62-A46O-01A,IGL,142
TCGA-62-A46O-01A,IGK,411
TCGA-62-A46O-01A,TRA,99
TCGA-62-A46O-01A,TRB,0
TCGA-62-A46O-01A,TRD,1
TCGA-62-A46O-01A,TRG,0
TCGA-55-7281-01A,IGH,11
TCGA-55-7281-01A,IGL,93
TCGA-55-7281-01A,IGK,278
TCGA-55-7281-01A,TRA,62
TCGA-55-7281-01A,TRB,0
TCGA-55-7281-01A,TRD,1
TCGA-55-7281-01A,TRG,0
TCGA-62-A46Y-01A,IGH,36
TCGA-62-A46Y-01A,IGL,90
TCGA-62-A46Y-01A,IGK,399
TCGA-62-A46Y-01A,TRA,108
TCGA-62-A46Y-01A,TRB,5
TCGA-62-A46Y-01A,TRD,3
TCGA-62-A46Y-01A,TRG,0
TCGA-55-7995-01A,IGH,10
TCGA-55-7995-01A,IGL,33
TCGA-55-7995-01A,IGK,192
TCGA-55-7995-01A,TRA,69
TCGA-55-7995-01A,TRB,13
TCGA-55-7995-01A,TRD,1
TCGA-55-7995-01A,TRG,2
TCGA-97-A4M3-01A,IGH,9
TCGA-97-A4M3-01A,IGL,75
TCGA-97-A4M3-01A,IGK,276
TCGA-97-A4M3-01A,TRA,72
TCGA-97-A4M3-01A,TRB,2
TCGA-97-A4M3-01A,TRD,3
TCGA-97-A4M3-01A,TRG,0
TCGA-97-A4M1-01A,IGH,16
TCGA-97-A4M1-01A,IGL,75
TCGA-97-A4M1-01A,IGK,197
TCGA-97-A4M1-01A,TRA,55
TCGA-97-A4M1-01A,TRB,3
TCGA-97-A4M1-01A,TRD,2
TCGA-97-A4M1-01A,TRG,0
TCGA-44-3398-01A,IGH,64
TCGA-44-3398-01A,IGL,631
TCGA-44-3398-01A,IGK,1005
TCGA-44-3398-01A,TRA,256
TCGA-44-3398-01A,TRB,5
TCGA-44-3398-01A,TRD,6
TCGA-44-3398-01A,TRG,0
TCGA-50-5045-01A,IGH,175
TCGA-50-5045-01A,IGL,1437
TCGA-50-5045-01A,IGK,2841
TCGA-50-5045-01A,TRA,559
TCGA-50-5045-01A,TRB,18
TCGA-50-5045-01A,TRD,19
TCGA-50-5045-01A,TRG,1
TCGA-50-5072-01A,IGH,37
TCGA-50-5072-01A,IGL,203
TCGA-50-5072-01A,IGK,572
TCGA-50-5072-01A,TRA,127
TCGA-50-5072-01A,TRB,6
TCGA-50-5072-01A,TRD,5
TCGA-50-5072-01A,TRG,0
TCGA-86-8056-01A,IGH,32
TCGA-86-8056-01A,IGL,211
TCGA-86-8056-01A,IGK,523
TCGA-86-8056-01A,TRA,190
TCGA-86-8056-01A,TRB,3
TCGA-86-8056-01A,TRD,6
TCGA-86-8056-01A,TRG,0
TCGA-91-A4BC-01A,IGH,215
TCGA-91-A4BC-01A,IGL,1109
TCGA-91-A4BC-01A,IGK,1773
TCGA-91-A4BC-01A,TRA,416
TCGA-91-A4BC-01A,TRB,13
TCGA-91-A4BC-01A,TRD,15
TCGA-91-A4BC-01A,TRG,0
TCGA-55-8302-01A,IGH,35
TCGA-55-8302-01A,IGL,213
TCGA-55-8302-01A,IGK,335
TCGA-55-8302-01A,TRA,63
TCGA-55-8302-01A,TRB,1
TCGA-55-8302-01A,TRD,1
TCGA-55-8302-01A,TRG,0
TCGA-83-5908-01A,IGH,20
TCGA-83-5908-01A,IGL,137
TCGA-83-5908-01A,IGK,313
TCGA-83-5908-01A,TRA,103
TCGA-83-5908-01A,TRB,9
TCGA-83-5908-01A,TRD,0
TCGA-83-5908-01A,TRG,4
TCGA-05-4395-01A,IGH,16
TCGA-05-4395-01A,IGL,155
TCGA-05-4395-01A,IGK,369
TCGA-05-4395-01A,TRA,118
TCGA-05-4395-01A,TRB,3
TCGA-05-4395-01A,TRD,5
TCGA-05-4395-01A,TRG,0
TCGA-78-7537-01A,IGH,150
TCGA-78-7537-01A,IGL,738
TCGA-78-7537-01A,IGK,2335
TCGA-78-7537-01A,TRA,662
TCGA-78-7537-01A,TRB,6
TCGA-78-7537-01A,TRD,18
TCGA-78-7537-01A,TRG,0
TCGA-49-4490-01A,IGH,3
TCGA-49-4490-01A,IGL,30
TCGA-49-4490-01A,IGK,55
TCGA-49-4490-01A,TRA,17
TCGA-49-4490-01A,TRB,0
TCGA-49-4490-01A,TRD,0
TCGA-49-4490-01A,TRG,0
TCGA-86-6562-01A,IGH,36
TCGA-86-6562-01A,IGL,282
TCGA-86-6562-01A,IGK,675
TCGA-86-6562-01A,TRA,218
TCGA-86-6562-01A,TRB,2
TCGA-86-6562-01A,TRD,7
TCGA-86-6562-01A,TRG,0
TCGA-05-4389-01A,IGH,48
TCGA-05-4389-01A,IGL,245
TCGA-05-4389-01A,IGK,780
TCGA-05-4389-01A,TRA,188
TCGA-05-4389-01A,TRB,13
TCGA-05-4389-01A,TRD,5
TCGA-05-4389-01A,TRG,0
TCGA-64-5779-01A,IGH,177
TCGA-64-5779-01A,IGL,857
TCGA-64-5779-01A,IGK,1631
TCGA-64-5779-01A,TRA,303
TCGA-64-5779-01A,TRB,4
TCGA-64-5779-01A,TRD,15
TCGA-64-5779-01A,TRG,0
TCGA-93-7347-01A,IGH,194
TCGA-93-7347-01A,IGL,768
TCGA-93-7347-01A,IGK,1782
TCGA-93-7347-01A,TRA,479
TCGA-93-7347-01A,TRB,22
TCGA-93-7347-01A,TRD,19
TCGA-93-7347-01A,TRG,3
