Sample ID,chain_type,rna_count
TCGA-35-5375-01A,TRD,2
TCGA-35-5375-01A,TRG,1
TCGA-55-8085-01A,IGH,98
TCGA-55-8085-01A,IGL,545
TCGA-55-8085-01A,IGK,1133
TCGA-55-8085-01A,TRA,236
TCGA-55-8085-01A,TRB,9
TCGA-55-8085-01A,TRD,4
TCGA-55-8085-01A,TRG,0
TCGA-67-3772-01A,IGH,105
TCGA-67-3772-01A,IGL,934
TCGA-67-3772-01A,IGK,2616
TCGA-67-3772-01A,TRA,639
TCGA-67-3772-01A,TRB,4
TCGA-67-3772-01A,TRD,24
TCGA-67-3772-01A,TRG,0
TCGA-99-7458-01A,IGH,23
TCGA-99-7458-01A,IGL,108
TCGA-99-7458-01A,IGK,333
TCGA-99-7458-01A,TRA,53
TCGA-99-7458-01A,TRB,8
TCGA-99-7458-01A,TRD,4
TCGA-99-7458-01A,TRG,1
TCGA-86-A4JF-01A,IGH,43
TCGA-86-A4JF-01A,IGL,272
TCGA-86-A4JF-01A,IGK,600
TCGA-86-A4JF-01A,TRA,103
TCGA-86-A4JF-01A,TRB,0
TCGA-86-A4JF-01A,TRD,5
TCGA-86-A4JF-01A,TRG,1
TCGA-55-7570-01A,IGH,62
TCGA-55-7570-01A,IGL,285
TCGA-55-7570-01A,IGK,573
TCGA-55-7570-01A,TRA,224
TCGA-55-7570-01A,TRB,2
TCGA-55-7570-01A,TRD,1
TCGA-55-7570-01A,TRG,0
TCGA-78-7536-01A,IGH,77
TCGA-78-7536-01A,IGL,325
TCGA-78-7536-01A,IGK,745
TCGA-78-7536-01A,TRA,160
TCGA-78-7536-01A,TRB,4
TCGA-78-7536-01A,TRD,7
TCGA-78-7536-01A,TRG,0
TCGA-86-8585-01A,IGH,70
TCGA-86-8585-01A,IGL,408
TCGA-86-8585-01A,IGK,822
TCGA-86-8585-01A,TRA,168
TCGA-86-8585-01A,TRB,3
TCGA-86-8585-01A,TRD,0
TCGA-86-8585-01A,TRG,1
TCGA-49-AAQV-01A,IGH,44
TCGA-49-AAQV-01A,IGL,319
TCGA-49-AAQV-01A,IGK,730
TCGA-49-AAQV-01A,TRA,159
TCGA-49-AAQV-01A,TRB,5
TCGA-49-AAQV-01A,TRD,3
TCGA-49-AAQV-01A,TRG,1
TCGA-NJ-A55R-01A,IGH,86
TCGA-NJ-A55R-01A,IGL,565
TCGA-NJ-A55R-01A,IGK,1535
TCGA-NJ-A55R-01A,TRA,498
TCGA-NJ-A55R-01A,TRB,5
TCGA-NJ-A55R-01A,TRD,8
TCGA-NJ-A55R-01A,TRG,0
TCGA-73-4675-01A,IGH,35
TCGA-73-4675-01A,IGL,171
TCGA-73-4675-01A,IGK,661
TCGA-73-4675-01A,TRA,151
TCGA-73-4675-01A,TRB,2
TCGA-73-4675-01A,TRD,1
TCGA-73-4675-01A,TRG,0
TCGA-MN-A4N4-01A,IGH,44
TCGA-MN-A4N4-01A,IGL,260
TCGA-MN-A4N4-01A,IGK,524
TCGA-MN-A4N4-01A,TRA,113
TCGA-MN-A4N4-01A,TRB,0
TCGA-MN-A4N4-01A,TRD,2
TCGA-MN-A4N4-01A,TRG,0
TCGA-55-6986-01A,IGH,42
TCGA-55-6986-01A,IGL,147
TCGA-55-6986-01A,IGK,472
TCGA-55-6986-01A,TRA,127
TCGA-55-6986-01A,TRB,3
TCGA-55-6986-01A,TRD,1
TCGA-55-6986-01A,TRG,0
TCGA-38-A44F-01A,IGH,70
TCGA-38-A44F-01A,IGL,351
TCGA-38-A44F-01A,IGK,970
TCGA-38-A44F-01A,TRA,243
TCGA-38-A44F-01A,TRB,9
TCGA-38-A44F-01A,TRD,5
TCGA-38-A44F-01A,TRG,0
TCGA-44-7659-01A,IGH,37
TCGA-44-7659-01A,IGL,283
TCGA-44-7659-01A,IGK,847
TCGA-44-7659-01A,TRA,185
TCGA-44-7659-01A,TRB,2
TCGA-44-7659-01A,TRD,4
TCGA-44-7659-01A,TRG,0
TCGA-86-7955-01A,IGH,11
TCGA-86-7955-01A,IGL,64
TCGA-86-7955-01A,IGK,179
TCGA-86-7955-01A,TRA,37
TCGA-86-7955-01A,TRB,0
TCGA-86-7955-01A,TRD,2
TCGA-86-7955-01A,TRG,0
TCGA-49-AAR2-01A,IGH,89
TCGA-49-AAR2-01A,IGL,424
TCGA-49-AAR2-01A,IGK,947
TCGA-49-AAR2-01A,TRA,230
TCGA-49-AAR2-01A,TRB,1
TCGA-49-AAR2-01A,TRD,13
TCGA-49-AAR2-01A,TRG,0
TCGA-44-3917-01B,IGH,26
TCGA-44-3917-01B,IGL,93
TCGA-44-3917-01B,IGK,277
TCGA-44-3917-01B,TRA,63
TCGA-44-3917-01B,TRB,0
TCGA-44-3917-01B,TRD,5
TCGA-44-3917-01B,TRG,0
TCGA-69-8255-01A,IGH,97
TCGA-69-8255-01A,IGL,341
TCGA-69-8255-01A,IGK,782
TCGA-69-8255-01A,TRA,241
TCGA-69-8255-01A,TRB,12
TCGA-69-8255-01A,TRD,12
TCGA-69-8255-01A,TRG,0
TCGA-97-7547-01A,IGH,83
TCGA-97-7547-01A,IGL,215
TCGA-97-7547-01A,IGK,1085
TCGA-97-7547-01A,TRA,418
TCGA-97-7547-01A,TRB,8
TCGA-97-7547-01A,TRD,18
TCGA-97-7547-01A,TRG,0
TCGA-73-4668-01A,IGH,124
TCGA-73-4668-01A,IGL,454
TCGA-73-4668-01A,IGK,1769
TCGA-73-4668-01A,TRA,501
TCGA-73-4668-01A,TRB,5
TCGA-73-4668-01A,TRD,17
TCGA-73-4668-01A,TRG,0
TCGA-44-A47G-01A,IGH,94
TCGA-44-A47G-01A,IGL,306
TCGA-44-A47G-01A,IGK,966
TCGA-44-A47G-01A,TRA,232
TCGA-44-A47G-01A,TRB,12
TCGA-44-A47G-01A,TRD,3
TCGA-44-A47G-01A,TRG,0
TCGA-49-4488-01A,IGH,29
TCGA-49-4488-01A,IGL,165
TCGA-49-4488-01A,IGK,625
TCGA-49-4488-01A,TRA,151
TCGA-49-4488-01A,TRB,4
TCGA-49-4488-01A,TRD,5
TCGA-49-4488-01A,TRG,0
TCGA-86-8055-01A,IGH,163
TCGA-86-8055-01A,IGL,586
TCGA-86-8055-01A,IGK,1562
TCGA-86-8055-01A,TRA,678
TCGA-86-8055-01A,TRB,5
TCGA-86-8055-01A,TRD,18
TCGA-86-8055-01A,TRG,1
TCGA-73-4677-01A,IGH,72
TCGA-73-4677-01A,IGL,382
TCGA-73-4677-01A,IGK,1041
TCGA-73-4677-01A,TRA,318
TCGA-73-4677-01A,TRB,5
TCGA-73-4677-01A,TRD,15
TCGA-73-4677-01A,TRG,0
TCGA-86-8281-01A,IGH,60
TCGA-86-8281-01A,IGL,527
TCGA-86-8281-01A,IGK,1136
TCGA-86-8281-01A,TRA,321
TCGA-86-8281-01A,TRB,5
TCGA-86-8281-01A,TRD,12
TCGA-86-8281-01A,TRG,1
TCGA-75-7030-01A,IGH,77
TCGA-75-7030-01A,IGL,451
TCGA-75-7030-01A,IGK,1614
TCGA-75-7030-01A,TRA,357
TCGA-75-7030-01A,TRB,3
TCGA-75-7030-01A,TRD,7
TCGA-75-7030-01A,TRG,1
TCGA-49-AARO-01A,IGH,32
TCGA-49-AARO-01A,IGL,137
TCGA-49-AARO-01A,IGK,435
TCGA-49-AARO-01A,TRA,74
TCGA-49-AARO-01A,TRB,3
TCGA-49-AARO-01A,TRD,0
TCGA-49-AARO-01A,TRG,0
TCGA-73-4666-01A,IGH,27
TCGA-73-4666-01A,IGL,138
TCGA-73-4666-01A,IGK,265
TCGA-73-4666-01A,TRA,101
TCGA-73-4666-01A,TRB,15
TCGA-73-4666-01A,TRD,3
TCGA-73-4666-01A,TRG,1
TCGA-55-8615-01A,IGH,9
TCGA-55-8615-01A,IGL,69
TCGA-55-8615-01A,IGK,177
TCGA-55-8615-01A,TRA,38
TCGA-55-8615-01A,TRB,0
TCGA-55-8615-01A,TRD,1
TCGA-55-8615-01A,TRG,0
TCGA-64-5778-01A,IGH,33
TCGA-64-5778-01A,IGL,252
TCGA-64-5778-01A,IGK,800
TCGA-64-5778-01A,TRA,162
TCGA-64-5778-01A,TRB,16
TCGA-64-5778-01A,TRD,3
TCGA-64-5778-01A,TRG,0
TCGA-05-4244-01A,IGH,23
TCGA-05-4244-01A,IGL,93
TCGA-05-4244-01A,IGK,267
TCGA-05-4244-01A,TRA,87
TCGA-05-4244-01A,TRB,3
TCGA-05-4244-01A,TRD,4
TCGA-05-4244-01A,TRG,0
TCGA-50-8459-01A,IGH,82
TCGA-50-8459-01A,IGL,405
TCGA-50-8459-01A,IGK,1003
TCGA-50-8459-01A,TRA,229
TCGA-50-8459-01A,TRB,3
TCGA-50-8459-01A,TRD,8
TCGA-50-8459-01A,TRG,0
TCGA-67-3770-01A,IGH,1
TCGA-67-3770-01A,IGL,30
TCGA-67-3770-01A,IGK,147
TCGA-67-3770-01A,TRA,25
TCGA-67-3770-01A,TRB,1
TCGA-67-3770-01A,TRD,1
TCGA-67-3770-01A,TRG,0
TCGA-91-6830-01A,IGH,34
TCGA-91-6830-01A,IGL,116
TCGA-91-6830-01A,IGK,390
TCGA-91-6830-01A,TRA,91
TCGA-91-6830-01A,TRB,0
TCGA-91-6830-01A,TRD,1
TCGA-91-6830-01A,TRG,1
TCGA-J2-A4AE-01A,IGH,41
TCGA-J2-A4AE-01A,IGL,303
TCGA-J2-A4AE-01A,IGK,874
TCGA-J2-A4AE-01A,TRA,194
TCGA-J2-A4AE-01A,TRB,3
TCGA-J2-A4AE-01A,TRD,6
TCGA-J2-A4AE-01A,TRG,0
TCGA-55-7574-01A,IGH,82
TCGA-55-7574-01A,IGL,330
TCGA-55-7574-01A,IGK,1256
TCGA-55-7574-01A,TRA,238
TCGA-55-7574-01A,TRB,2
TCGA-55-7574-01A,TRD,5
TCGA-55-7574-01A,TRG,1
TCGA-78-8640-01A,IGH,41
TCGA-78-8640-01A,IGL,232
TCGA-78-8640-01A,IGK,420
TCGA-78-8640-01A,TRA,58
TCGA-78-8640-01A,TRB,0
TCGA-78-8640-01A,TRD,0
TCGA-78-8640-01A,TRG,0
TCGA-62-8394-01A,IGH,35
TCGA-62-8394-01A,IGL,149
TCGA-62-8394-01A,IGK,220
TCGA-62-8394-01A,TRA,51
TCGA-62-8394-01A,TRB,1
TCGA-62-8394-01A,TRD,3
TCGA-62-8394-01A,TRG,0
TCGA-55-6975-01A,IGH,50
TCGA-55-6975-01A,IGL,165
TCGA-55-6975-01A,IGK,617
TCGA-55-6975-01A,TRA,140
TCGA-55-6975-01A,TRB,1
TCGA-55-6975-01A,TRD,3
TCGA-55-6975-01A,TRG,0
TCGA-86-8671-01A,IGH,186
TCGA-86-8671-01A,IGL,789
TCGA-86-8671-01A,IGK,1634
TCGA-86-8671-01A,TRA,407
TCGA-86-8671-01A,TRB,11
TCGA-86-8671-01A,TRD,12
TCGA-86-8671-01A,TRG,0
TCGA-55-6971-01A,IGH,174
TCGA-55-6971-01A,IGL,645
TCGA-55-6971-01A,IGK,1506
TCGA-55-6971-01A,TRA,434
TCGA-55-6971-01A,TRB,6
TCGA-55-6971-01A,TRD,21
TCGA-55-6971-01A,TRG,1
TCGA-93-A4JP-01A,IGH,12
TCGA-93-A4JP-01A,IGL,73
TCGA-93-A4JP-01A,IGK,195
TCGA-93-A4JP-01A,TRA,53
TCGA-93-A4JP-01A,TRB,1
TCGA-93-A4JP-01A,TRD,0
TCGA-93-A4JP-01A,TRG,0
TCGA-69-7761-01A,IGH,184
TCGA-69-7761-01A,IGL,497
TCGA-69-7761-01A,IGK,2328
TCGA-69-7761-01A,TRA,765
TCGA-69-7761-01A,TRB,9
TCGA-69-7761-01A,TRD,31
TCGA-69-7761-01A,TRG,1
TCGA-69-7974-01A,IGH,26
TCGA-69-7974-01A,IGL,95
TCGA-69-7974-01A,IGK,539
TCGA-69-7974-01A,TRA,164
TCGA-69-7974-01A,TRB,4
TCGA-69-7974-01A,TRD,1
TCGA-69-7974-01A,TRG,1
TCGA-78-7156-01A,IGH,13
TCGA-78-7156-01A,IGL,58
TCGA-78-7156-01A,IGK,127
TCGA-78-7156-01A,TRA,48
TCGA-78-7156-01A,TRB,0
TCGA-78-7156-01A,TRD,1
TCGA-78-7156-01A,TRG,0
TCGA-80-5608-01A,IGH,44
TCGA-80-5608-01A,IGL,284
TCGA-80-5608-01A,IGK,468
TCGA-80-5608-01A,TRA,121
TCGA-80-5608-01A,TRB,3
TCGA-80-5608-01A,TRD,1
TCGA-80-5608-01A,TRG,0
TCGA-75-5125-01A,IGH,35
TCGA-75-5125-01A,IGL,200
TCGA-75-5125-01A,IGK,554
TCGA-75-5125-01A,TRA,136
TCGA-75-5125-01A,TRB,8
TCGA-75-5125-01A,TRD,1
TCGA-75-5125-01A,TRG,0
TCGA-05-4250-01A,IGH,32
TCGA-05-4250-01A,IGL,242
TCGA-05-4250-01A,IGK,497
TCGA-05-4250-01A,TRA,133
TCGA-05-4250-01A,TRB,11
TCGA-05-4250-01A,TRD,2
TCGA-05-4250-01A,TRG,2
TCGA-44-6778-01A,IGH,97
TCGA-44-6778-01A,IGL,253
TCGA-44-6778-01A,IGK,1060
TCGA-44-6778-01A,TRA,259
TCGA-44-6778-01A,TRB,9
TCGA-44-6778-01A,TRD,8
TCGA-44-6778-01A,TRG,0
TCGA-67-3771-01A,IGH,149
TCGA-67-3771-01A,IGL,642
TCGA-67-3771-01A,IGK,1945
TCGA-67-3771-01A,TRA,485
TCGA-67-3771-01A,TRB,2
TCGA-67-3771-01A,TRD,14
TCGA-67-3771-01A,TRG,0
TCGA-75-6203-01A,IGH,34
TCGA-75-6203-01A,IGL,148
TCGA-75-6203-01A,IGK,574
TCGA-75-6203-01A,TRA,137
TCGA-75-6203-01A,TRB,0
TCGA-75-6203-01A,TRD,6
TCGA-75-6203-01A,TRG,0
TCGA-55-7726-01A,IGH,44
TCGA-55-7726-01A,IGL,183
TCGA-55-7726-01A,IGK,735
TCGA-55-7726-01A,TRA,156
TCGA-55-7726-01A,TRB,0
TCGA-55-7726-01A,TRD,5
TCGA-55-7726-01A,TRG,0
TCGA-49-4514-01A,IGH,44
TCGA-49-4514-01A,IGL,300
TCGA-49-4514-01A,IGK,760
TCGA-49-4514-01A,TRA,175
TCGA-49-4514-01A,TRB,4
TCGA-49-4514-01A,TRD,5
TCGA-49-4514-01A,TRG,0
TCGA-49-6761-01A,IGH,16
TCGA-49-6761-01A,IGL,70
TCGA-49-6761-01A,IGK,249
TCGA-49-6761-01A,TRA,57
TCGA-49-6761-01A,TRB,2
TCGA-49-6761-01A,TRD,3
TCGA-49-6761-01A,TRG,0
TCGA-MP-A4TD-01A,IGH,294
TCGA-MP-A4TD-01A,IGL,896
TCGA-MP-A4TD-01A,IGK,2298
TCGA-MP-A4TD-01A,TRA,742
TCGA-MP-A4TD-01A,TRB,4
TCGA-MP-A4TD-01A,TRD,31
TCGA-MP-A4TD-01A,TRG,0
TCGA-50-6595-01A,IGH,26
TCGA-50-6595-01A,IGL,131
TCGA-50-6595-01A,IGK,476
TCGA-50-6595-01A,TRA,99
TCGA-50-6595-01A,TRB,2
TCGA-50-6595-01A,TRD,5
TCGA-50-6595-01A,TRG,0
TCGA-49-4507-01A,IGH,70
TCGA-49-4507-01A,IGL,580
TCGA-49-4507-01A,IGK,1254
TCGA-49-4507-01A,TRA,206
TCGA-49-4507-01A,TRB,8
TCGA-49-4507-01A,TRD,8
TCGA-49-4507-01A,TRG,2
TCGA-73-4659-01A,IGH,49
TCGA-73-4659-01A,IGL,234
TCGA-73-4659-01A,IGK,707
TCGA-73-4659-01A,TRA,192
TCGA-73-4659-01A,TRB,1
TCGA-73-4659-01A,TRD,4
TCGA-73-4659-01A,TRG,0
TCGA-44-6148-01A,IGH,68
TCGA-44-6148-01A,IGL,366
TCGA-44-6148-01A,IGK,1145
TCGA-44-6148-01A,TRA,303
TCGA-44-6148-01A,TRB,1
TCGA-44-6148-01A,TRD,5
TCGA-44-6148-01A,TRG,0
TCGA-67-6215-01A,IGH,12
TCGA-67-6215-01A,IGL,69
TCGA-67-6215-01A,IGK,180
TCGA-67-6215-01A,TRA,60
TCGA-67-6215-01A,TRB,0
TCGA-67-6215-01A,TRD,0
TCGA-67-6215-01A,TRG,0
TCGA-62-A46S-01A,IGH,107
TCGA-62-A46S-01A,IGL,394
TCGA-62-A46S-01A,IGK,1537
TCGA-62-A46S-01A,TRA,468
TCGA-62-A46S-01A,TRB,4
TCGA-62-A46S-01A,TRD,7
TCGA-62-A46S-01A,TRG,0
TCGA-50-6590-01A,IGH,240
TCGA-50-6590-01A,IGL,857
TCGA-50-6590-01A,IGK,2049
TCGA-50-6590-01A,TRA,547
TCGA-50-6590-01A,TRB,5
TCGA-50-6590-01A,TRD,15
TCGA-50-6590-01A,TRG,0
TCGA-97-A4M5-01A,IGH,65
TCGA-97-A4M5-01A,IGL,217
TCGA-97-A4M5-01A,IGK,549
TCGA-97-A4M5-01A,TRA,149
TCGA-97-A4M5-01A,TRB,3
TCGA-97-A4M5-01A,TRD,3
TCGA-97-A4M5-01A,TRG,1
TCGA-55-8299-01A,IGH,43
TCGA-55-8299-01A,IGL,227
TCGA-55-8299-01A,IGK,417
TCGA-55-8299-01A,TRA,150
TCGA-55-8299-01A,TRB,6
TCGA-55-8299-01A,TRD,9
TCGA-55-8299-01A,TRG,0
TCGA-05-4430-01A,IGH,81
TCGA-05-4430-01A,IGL,517
TCGA-05-4430-01A,IGK,1372
TCGA-05-4430-01A,TRA,345
TCGA-05-4430-01A,TRB,4
TCGA-05-4430-01A,TRD,9
TCGA-05-4430-01A,TRG,0
TCGA-L9-A443-01A,IGH,21
TCGA-L9-A443-01A,IGL,119
TCGA-L9-A443-01A,IGK,399
TCGA-L9-A443-01A,TRA,110
TCGA-L9-A443-01A,TRB,4
TCGA-L9-A443-01A,TRD,4
TCGA-L9-A443-01A,TRG,0
TCGA-55-8512-01A,IGH,9
TCGA-55-8512-01A,IGL,62
TCGA-55-8512-01A,IGK,157
TCGA-55-8512-01A,TRA,45
TCGA-55-8512-01A,TRB,1
TCGA-55-8512-01A,TRD,1
TCGA-55-8512-01A,TRG,0
TCGA-55-8208-01A,IGH,233
TCGA-55-8208-01A,IGL,933
TCGA-55-8208-01A,IGK,2990
TCGA-55-8208-01A,TRA,833
TCGA-55-8208-01A,TRB,13
TCGA-55-8208-01A,TRD,17
TCGA-55-8208-01A,TRG,0
TCGA-L9-A7SV-01A,IGH,32
TCGA-L9-A7SV-01A,IGL,112
TCGA-L9-A7SV-01A,IGK,376
TCGA-L9-A7SV-01A,TRA,77
TCGA-L9-A7SV-01A,TRB,1
TCGA-L9-A7SV-01A,TRD,1
TCGA-L9-A7SV-01A,TRG,0
TCGA-62-8398-01A,IGH,25
TCGA-62-8398-01A,IGL,124
TCGA-62-8398-01A,IGK,343
TCGA-62-8398-01A,TRA,83
TCGA-62-8398-01A,TRB,2
TCGA-62-8398-01A,TRD,4
TCGA-62-8398-01A,TRG,0
TCGA-MP-A4T7-01A,IGH,13
TCGA-MP-A4T7-01A,IGL,64
TCGA-MP-A4T7-01A,IGK,218
TCGA-MP-A4T7-01A,TRA,54
TCGA-MP-A4T7-01A,TRB,2
TCGA-MP-A4T7-01A,TRD,3
TCGA-MP-A4T7-01A,TRG,0
TCGA-86-7714-01A,IGH,7
TCGA-86-7714-01A,IGL,27
TCGA-86-7714-01A,IGK,72
TCGA-86-7714-01A,TRA,16
TCGA-86-7714-01A,TRB,0
TCGA-86-7714-01A,TRD,0
TCGA-86-7714-01A,TRG,0
TCGA-05-4384-01A,IGH,18
TCGA-05-4384-01A,IGL,89
TCGA-05-4384-01A,IGK,261
TCGA-05-4384-01A,TRA,88
TCGA-05-4384-01A,TRB,1
TCGA-05-4384-01A,TRD,4
TCGA-05-4384-01A,TRG,0
TCGA-95-8494-01A,IGH,4
TCGA-95-8494-01A,IGL,26
TCGA-95-8494-01A,IGK,51
TCGA-95-8494-01A,TRA,24
TCGA-95-8494-01A,TRB,1
TCGA-95-8494-01A,TRD,0
TCGA-95-8494-01A,TRG,0
TCGA-49-6743-01A,IGH,80
TCGA-49-6743-01A,IGL,293
TCGA-49-6743-01A,IGK,811
TCGA-49-6743-01A,TRA,153
TCGA-49-6743-01A,TRB,2
TCGA-49-6743-01A,TRD,11
TCGA-49-6743-01A,TRG,0
TCGA-NJ-A55O-01A,IGH,23
TCGA-NJ-A55O-01A,IGL,117
TCGA-NJ-A55O-01A,IGK,334
TCGA-NJ-A55O-01A,TRA,86
TCGA-NJ-A55O-01A,TRB,1
TCGA-NJ-A55O-01A,TRD,3
TCGA-NJ-A55O-01A,TRG,0
TCGA-38-4627-01A,IGH,78
TCGA-38-4627-01A,IGL,762
TCGA-38-4627-01A,IGK,1667
TCGA-38-4627-01A,TRA,422
TCGA-38-4627-01A,TRB,4
TCGA-38-4627-01A,TRD,8
TCGA-38-4627-01A,TRG,0
TCGA-91-7771-01A,IGH,119
TCGA-91-7771-01A,IGL,358
TCGA-91-7771-01A,IGK,1225
TCGA-91-7771-01A,TRA,305
TCGA-91-7771-01A,TRB,8
TCGA-91-7771-01A,TRD,10
TCGA-91-7771-01A,TRG,3
TCGA-38-4632-01A,IGH,36
TCGA-38-4632-01A,IGL,294
TCGA-38-4632-01A,IGK,578
TCGA-38-4632-01A,TRA,103
TCGA-38-4632-01A,TRB,2
TCGA-38-4632-01A,TRD,5
TCGA-38-4632-01A,TRG,0
TCGA-78-7149-01A,IGH,42
TCGA-78-7149-01A,IGL,237
TCGA-78-7149-01A,IGK,493
TCGA-78-7149-01A,TRA,181
TCGA-78-7149-01A,TRB,1
TCGA-78-7149-01A,TRD,6
TCGA-78-7149-01A,TRG,0
TCGA-44-6777-01A,IGH,162
TCGA-44-6777-01A,IGL,725
TCGA-44-6777-01A,IGK,1864
TCGA-44-6777-01A,TRA,489
TCGA-44-6777-01A,TRB,8
TCGA-44-6777-01A,TRD,13
TCGA-44-6777-01A,TRG,0
TCGA-97-A4M0-01A,IGH,21
TCGA-97-A4M0-01A,IGL,119
TCGA-97-A4M0-01A,IGK,236
TCGA-97-A4M0-01A,TRA,66
TCGA-97-A4M0-01A,TRB,6
TCGA-97-A4M0-01A,TRD,3
TCGA-97-A4M0-01A,TRG,1
TCGA-97-8552-01A,IGH,8
TCGA-97-8552-01A,IGL,79
TCGA-97-8552-01A,IGK,201
TCGA-97-8552-01A,TRA,43
TCGA-97-8552-01A,TRB,8
TCGA-97-8552-01A,TRD,1
TCGA-97-8552-01A,TRG,1
TCGA-95-7562-01A,IGH,66
TCGA-95-7562-01A,IGL,297
TCGA-95-7562-01A,IGK,757
TCGA-95-7562-01A,TRA,269
TCGA-95-7562-01A,TRB,4
TCGA-95-7562-01A,TRD,3
TCGA-95-7562-01A,TRG,0
TCGA-62-8395-01A,IGH,62
TCGA-62-8395-01A,IGL,226
TCGA-62-8395-01A,IGK,544
TCGA-62-8395-01A,TRA,157
TCGA-62-8395-01A,TRB,1
TCGA-62-8395-01A,TRD,1
TCGA-62-8395-01A,TRG,0
TCGA-38-6178-01A,IGH,43
TCGA-38-6178-01A,IGL,184
TCGA-38-6178-01A,IGK,654
TCGA-38-6178-01A,TRA,128
TCGA-38-6178-01A,TRB,1
TCGA-38-6178-01A,TRD,2
TCGA-38-6178-01A,TRG,0
TCGA-64-1680-01A,IGH,8
TCGA-64-1680-01A,IGL,72
TCGA-64-1680-01A,IGK,198
TCGA-64-1680-01A,TRA,44
TCGA-64-1680-01A,TRB,4
TCGA-64-1680-01A,TRD,1
TCGA-64-1680-01A,TRG,0
TCGA-49-6767-01A,IGH,8
TCGA-49-6767-01A,IGL,36
TCGA-49-6767-01A,IGK,146
TCGA-49-6767-01A,TRA,31
TCGA-49-6767-01A,TRB,1
TCGA-49-6767-01A,TRD,0
TCGA-49-6767-01A,TRG,0
TCGA-69-7979-01A,IGH,49
TCGA-69-7979-01A,IGL,306
TCGA-69-7979-01A,IGK,780
TCGA-69-7979-01A,TRA,195
TCGA-69-7979-01A,TRB,1
TCGA-69-7979-01A,TRD,4
TCGA-69-7979-01A,TRG,0
TCGA-05-5429-01A,IGH,36
TCGA-05-5429-01A,IGL,229
TCGA-05-5429-01A,IGK,637
TCGA-05-5429-01A,TRA,175
TCGA-05-5429-01A,TRB,1
TCGA-05-5429-01A,TRD,4
TCGA-05-5429-01A,TRG,0
TCGA-86-8359-01A,IGH,92
TCGA-86-8359-01A,IGL,576
TCGA-86-8359-01A,IGK,773
TCGA-86-8359-01A,TRA,154
TCGA-86-8359-01A,TRB,12
TCGA-86-8359-01A,TRD,7
TCGA-86-8359-01A,TRG,0
TCGA-75-6206-01A,IGH,10
TCGA-75-6206-01A,IGL,47
TCGA-75-6206-01A,IGK,146
TCGA-75-6206-01A,TRA,30
TCGA-75-6206-01A,TRB,1
TCGA-75-6206-01A,TRD,1
TCGA-75-6206-01A,TRG,0
TCGA-50-5051-01A,IGH,47
TCGA-50-5051-01A,IGL,221
TCGA-50-5051-01A,IGK,643
TCGA-50-5051-01A,TRA,177
TCGA-50-5051-01A,TRB,2
TCGA-50-5051-01A,TRD,5
TCGA-50-5051-01A,TRG,0
TCGA-78-7150-01A,IGH,19
TCGA-78-7150-01A,IGL,127
TCGA-78-7150-01A,IGK,330
TCGA-78-7150-01A,TRA,57
TCGA-78-7150-01A,TRB,0
TCGA-78-7150-01A,TRD,1
TCGA-78-7150-01A,TRG,0
TCGA-55-8616-01A,IGH,19
TCGA-55-8616-01A,IGL,132
TCGA-55-8616-01A,IGK,222
TCGA-55-8616-01A,TRA,59
TCGA-55-8616-01A,TRB,1
TCGA-55-8616-01A,TRD,0
TCGA-55-8616-01A,TRG,0
TCGA-86-A4P8-01A,IGH,18
TCGA-86-A4P8-01A,IGL,155
TCGA-86-A4P8-01A,IGK,370
TCGA-86-A4P8-01A,TRA,115
TCGA-86-A4P8-01A,TRB,10
TCGA-86-A4P8-01A,TRD,3
TCGA-86-A4P8-01A,TRG,1
TCGA-49-4486-01A,IGH,20
TCGA-49-4486-01A,IGL,183
TCGA-49-4486-01A,IGK,476
TCGA-49-4486-01A,TRA,133
TCGA-49-4486-01A,TRB,5
TCGA-49-4486-01A,TRD,5
TCGA-49-4486-01A,TRG,0
TCGA-86-8668-01A,IGH,150
TCGA-86-8668-01A,IGL,524
TCGA-86-8668-01A,IGK,1300
TCGA-86-8668-01A,TRA,360
TCGA-86-8668-01A,TRB,4
TCGA-86-8668-01A,TRD,7
TCGA-86-8668-01A,TRG,0
TCGA-55-8505-01A,IGH,47
TCGA-55-8505-01A,IGL,225
TCGA-55-8505-01A,IGK,747
TCGA-55-8505-01A,TRA,164
TCGA-55-8505-01A,TRB,1
TCGA-55-8505-01A,TRD,5
TCGA-55-8505-01A,TRG,0
TCGA-44-7667-01A,IGH,14
TCGA-44-7667-01A,IGL,102
TCGA-44-7667-01A,IGK,288
TCGA-44-7667-01A,TRA,77
TCGA-44-7667-01A,TRB,3
TCGA-44-7667-01A,TRD,1
TCGA-44-7667-01A,TRG,0
TCGA-55-6984-01A,IGH,25
TCGA-55-6984-01A,IGL,106
TCGA-55-6984-01A,IGK,366
TCGA-55-6984-01A,TRA,112
TCGA-55-6984-01A,TRB,2
TCGA-55-6984-01A,TRD,8
TCGA-55-6984-01A,TRG,0
TCGA-05-4433-01A,IGH,6
TCGA-05-4433-01A,IGL,25
TCGA-05-4433-01A,IGK,77
TCGA-05-4433-01A,TRA,19
TCGA-05-4433-01A,TRB,4
TCGA-05-4433-01A,TRD,0
TCGA-05-4433-01A,TRG,0
TCGA-71-8520-01A,IGH,28
TCGA-71-8520-01A,IGL,108
TCGA-71-8520-01A,IGK,207
